LEDGER_HEADER_COUNTRYPARTY;Sistemas Políticos;Systèmes politiques;Politische Systeme;;Sistemas políticos;;;;;;;;;x;;;;
LEDGER_COUNTRY_GOVERNMENT;Governo;Gouvernement;Regierung;;Gobierno;;;;;;;;;x;;;;
LEDGER_COUNTRY_NATIONALVALUE;Valor Nacional;Valeur nationale;Nationalwert;;Valor nacional;;;;;;;;;x;;;;
LEDGER_COUNTRY_RULINGPARTY;Partido Governante;Parti dirigeant;Regierungspartei;;Partido gobernante;;;;;;;;;x;;;;
LEDGER_COUNTRY_RULINGIDEOLOGY;Ideologia partidária;Idéologie du parti;Partieideologie;;Ideología del partido;;;;;;;;;x;;;;
LEDGER_HEADER_COUNTRYPOLITICALREFORMS;Reformas políticas;Réformes politiques;Politische Reformen;;Reformas políticas;;;;;;;;;x;;;;
LEDGER_HEADER_COUNTRYSOCIALREFORMS;Reformas sociais;Réformes sociales;Soziale Reformen;;Reformas sociales;;;;;;;;;x;;;;
LEDGER_HEADER_COUNTRY_POPS;População do país;Population du pays;Landesbevölkerung;;Población del país;;;;;;;;;x;;;;
LEDGER_HEADER_PROVINCEPRODUCTION;Produção da província;Production de la province;Provinzproduktion;;Producción de la provincia;;;;;;;;;x;;;;
LEDGER_STATE_NAME;Estado;État;Region;;Estado;;;;;;;;;x;;;;
LEDGER_GOODS;Bens;Marchandises;Güter;;Bienes;;;;;;;;;x;;;;
LEDGER_OUTPUT;Saída;Production;Leistung;;Producción;;;;;;;;;x;;;;
LEDGER_INCOME;Renda;Revenus;Einnahmen;;Ingresos;;;;;;;;;x;;;;
LEDGER_EMPLOYED;Empregado;Emplois;Beschäftigt;;Empleados;;;;;;;;;x;;;;
LEDGER_LEVEL;Nível;Niveau;Stufe;;Nivel;;;;;;;;;x;;;;
LEDGER_HEADER_FACTORYPRODUCTION;Produção de fábrica;Production de l'usine;Fabrikproduktion;;Producción de la fábrica;;;;;;;;;x;;;;
BUDGET;Orçamento;Budget;Haushalt;;Presupuesto;;;;;;;;;x;;;;
BUDGET_TAX_POOR;Impostos(Pobres);Impôts (classes défavorisées);Steuern (Unterschicht);;Impuestos (pobres);;;;;;;;;x;;;;
BUDGET_TAX_POOR_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TAX_MIDDLE;Impostos(C. Média);Impôts (classes moyennes);Steuern (Mittelschicht);;Impuestos (c. media);;;;;;;;;x;;;;
BUDGET_TAX_MIDDLE_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TAX_RICH;Impostos(Ricos);Impôts (classes supérieures);Steuern (Oberschicht);;Impuestos (ricos);;;;;;;;;x;;;;
BUDGET_TAX_RICH_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TOTAL_FUNDS;Fundos Totais;Fonds totaux;Gesamtmittel;;Total de fondos;;;;;;;;;x;;;;
BUDGET_TOTAL_DEBT;Dívida Pública;Dette totale;Gesamtschulden;;Total de deudas;;;;;;;;;x;;;;
BUDGET_TAKE_LOAN;Pedir Empréstimo;Souscrire un emprunt;Darlehen aufnehmen;;Pedir préstamo;;;;;;;;;x;;;;
BUDGET_REPAY_LOAN;Pagar Empréstimo;Rembourser l'emprunt;Darlehen tilgen;;Devolver préstamo;;;;;;;;;x;;;;
BUDGET_DAILY_INCOME;Renda Diária;Revenus quotidiens;Tageseinnahmen;;Ingresos diarios;;;;;;;;;x;;;;
BUDGET_DAILY_EXPENSES;Despesas Diárias;Dépenses quotidiennes;Tagesausgaben;;Gastos diarios;;;;;;;;;x;;;;
BUDGET_MILITARY_COST;Custos Mil.;Coûts armée;Militärkosten;;Militares;;;;;;;;;x;;;;
BUDGET_NATIONAL_STOCKPILE;Estoque Nacional;Réserves nationales;Nationaler Vorrat;;Reserva nacional;;;;;;;;;x;;;;
BUDGET_INDUSTRIAL_SUBSIDIES;Subsídios Industriais;Subventions industrielles;Industriezuschüsse;;Subsidios industriales;;;;;;;;;x;;;;
BUDGET_TARIFFS;Tarifas;Droits de douane;Zölle;;Aranceles;;;;;;;;;x;;;;
BUDGET_DAILY_BALANCE;Saldo Diário Projetado;Bilan quotidien prévu;Voraussichtliche Tagesbilanz;;Balance diario previsto;;;;;;;;;x;;;;
BUDGET_GOLD_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_MIL_COST_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_NAT_STOCK_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_IND_SUP_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_EDUCATION_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_ADMIN_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_SOCIAL_SPEND_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_MIL_SPEND_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TARIFF_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_TOTAL_FUNDS_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_BALANCE_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_DEBT_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_NATIONAL_BANK_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_INTEREST_DESC;;;;;;;;;;;;;;x;;;;
BUDGET_CLOSE_WINDOW;Fechar Janela;Ferme la fenêtre du budget;Schließt Haushaltfenster;;Cierra la ventana del presupuesto;;;;;;;;;x;;;;
BUDGET_TOTAL_EXPENSE;Custo Total: §Y$VAL$§W;Dépenses totales : §Y$VAL$¤§W;Gesamtausgaben: §Y$VAL$§W;;Gastos totales: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_SLIDER_ADMINISTRATION;Administração: §Y$VAL$§W;Administration : §Y$VAL$¤§W;Verwaltung: §Y$VAL$§W;;Administración: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_EXPENSE_SLIDER_EDUCATION;Educação: §Y$VAL$§W;Éducation : §Y$VAL$¤§W;Bildung: §Y$VAL$§W;;Educación: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_SLIDER_SOCIAL_SPENDING;Gastos Sociais: §Y$VAL$§W;Dépenses sociales : §Y$VAL$¤§W;Sozialausgaben: §Y$VAL$§W;;Gastos sociales: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_SLIDER_MILITARY_SPENDING;Gastos Militares: §Y$VAL$§W;Dépenses militaires : §Y$VAL$¤§W;Wehretat: §Y$VAL$§W;;Gastos militares: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_INTEREST;Juros: §Y$VAL$§W;Intérêts : §Y$VAL$¤§W;Zinsen: §Y$VAL$§W;;Intereses: §Y$VAL$§W;;;;;;;;;x;;;;
REMOVE_BUDGET_IMPORTS;Importações: §Y$VAL$§W;Importations : §Y$VAL$¤§W;Importe: §Y$VAL$§W;;Importaciones: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_SUPPLYCOSTS;Custos de Suprim.: §Y$VAL$§W;Frais d'approvisionnement : §Y$VAL$¤§W;Versorgungskosten: §Y$VAL$§W;;Coste de suministros: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_TAX;§Y$VAL$§W;§Y$VAL$§W;§Y$VAL$§W;;§Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_BASE_TAX;Eficiência Fiscal Base: §Y$VAL$§W%;Efficacité fiscale de base : §Y$VAL$§W%;Grundsteuereffizienz: §Y$VAL$§W%;;Eficiencia impositiva básica: §Y$VAL$§W%;;;;;;;;;x;;;;
BUDGET_TECH_TAX;Da tecnologia: §Y$VAL$§W%;Provenant de la technologie : §Y$VAL$ %§W;Aus Technologie: §Y$VAL$§W%;;De la tecnología: §Y$VAL$§W%;;;;;;;;;x;;;;
BUDGET_STRATA_NEED;§Y$VAL$§W% estão recebendo $TYPE$;§Y$VAL$%§W reçoivent leurs $TYPE$;§Y$VAL$%§W decken $TYPE$;;§Y$VAL$§W% reciben lo que necesitan ($TYPE$);;;;;;;;;x;;;;
BUDGET_STRATA_NO_NEED;§Y$VAL$§W% nenhuma das necessidades atendidas.;§Y$VAL$%§W n'ont aucun de leurs besoins satisfaits.;§Y$VAL$%§W bekommen nichts.;;§Y$VAL$§W% no reciben nada de lo que necesitan.;;;;;;;;;x;;;;
BUDGET_TOTAL_INCOME;Receita Total: §Y$VAL$§W;Revenus totaux : §Y$VAL$¤§W;Gesamteinnahmen: §Y$VAL$§W;;Ingresos totales: §Y$VAL$§W;;;;;;;;;x;;;;
TAXES_POOR;Impostos - Pobres: §Y$VAL$§W;Impôts classes défavorisées : §Y$VAL$¤§W;Steuern - Unterschicht: §Y$VAL$§W;;Impuestos de la clase pobre: §Y$VAL$§W;;;;;;;;;x;;;;
TAXES_MIDDLE;Impostos - C. Média: §Y$VAL$§W;Impôts classes moyennes : §Y$VAL$¤§W;Steuern - Mittelschicht: §Y$VAL$§W;;Impuestos de la clase media: §Y$VAL$§W;;;;;;;;;x;;;;
TAXES_RICH;Impostos - Ricos: §Y$VAL$§W;Impôts classes supérieures : §Y$VAL$¤§W;Steuern - Oberschicht: §Y$VAL$§W;;Impuestos de la clase alta: §Y$VAL$§W;;;;;;;;;x;;;;
TARIFFS_INCOME;Tarifas: §Y$VAL$§W;Droits de douane : §Y$VAL$¤§W;Zölle: §Y$VAL$§W;;Aranceles: §Y$VAL$§W;;;;;;;;;x;;;;
REMOVE_BUDGET_EXPORTS;Exportações: §Y$VAL$§W;Exportations : §Y$VAL$§W;Exporte: §Y$VAL$§W;;Exportaciones: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_GOLD;Ouro: §Y$VAL$§W;Or : §Y$VAL$¤§W;Gold: §Y$VAL$§W;;Oro: §Y$VAL$§W;;;;;;;;;x;;;;
BUDGET_ADMIN_EFFICIENCY;Eficiência Administrativa: §Y$PERC$%§W;Efficacité administrative : §Y$PERC$%§W;Verwaltungseffizienz: §Y$PERC$%§W;;Eficiencia de la administración: §Y$PERC$%§W;;;;;;;;;x;;;;
BUDGET_ADMIN_EFFICIENCY_DESC;§Y$PERC$%§W da nossa população são §Ybureaucrats§W.\nPara máxima eficiência administrativa, precisamos de pelo menos §Y$MAX$%§W burocratas.§W\n;§Y$PERC$%§W de notre population est composée de §Ybureaucrates§W.\nPour une efficacité administrative optimale, il nous faut au moins §Y$MAX$%§W de §Wbureaucrates.§W\n;§Y$PERC$%§W unserer Bevölkerung sind §YBürokraten§W.\nFür maximale Verwaltungsefficienz brauchen wir mindestens §Y$MAX$%§W Bürokraten.§W\n;;§Y$PERC$%§W de nuestra población está formada por §YBurócratas§W.\nPara tener la máxima eficiencia de la administración, necesitamos al menos §Y$MAX$%§W Burócratas.§W\n;;;;;;;;;x;;;;
ADM_EXPLAIN_DESC;Essa porcentagem necessária é baseada nos seguintes:\n;Ce pourcentage repose sur ce qui suit :\n;Dieser benötigte Prozentsatz basiert auf dem Folgenden:\n;;Este porcentaje se basa en lo siguiente.\n;;;;;;;;;x;;;;
SHADOWY_INVESTOR;Investidores Privados;Investisseurs privés;Private Investoren;;Inversores privados;;;;;;;;;x;;;;
GUNBOAT_ALERT;$COUNTRY$ usou sua força naval para nos forçar a pagar nossos empréstimos, no valor de $VALUE$¤ por dia.;$COUNTRY$ a eu recours à sa puissance navale pour nous obliger à rembourser nos emprunts, soit $VALUE$¤par jour.;$COUNTRY$ hat uns mit seiner Seemacht gezwungen, unsere Anleihen mit $VALUE$¤ täglich zurückzuzahlen.;;$COUNTRY$ ha usado su poderío naval para obligarnos a devolver nuestros préstamos, a razón de $VALUE$¤ al día.;;;;;;;;;x;;;;
BUDGET_COUNTRY;País;Pays;Land;;País;;;;;;;;;x;;;;
BUDGET_AMOUNT;Montante;Montant;Betrag;;Cant.;;;;;;;;;x;;;;
BUDGET_LOANS_TAKEN;Empréstimos Tomados;Emprunts souscrits;Aufgenommene Darlehen;;Préstamos recibidos;;;;;;;;;x;;;;
BUDGET_LOANS_GIVEN;Empréstimos Concedidos;Emprunts accordés;Vergebene Darlehen;;Préstamos dados;;;;;;;;;x;;;;
DIPLOMATIC_BALANCE_DESC;Balança Diplomática;Balance diplomatique;Einnahmen / Ausgaben aus Verträgen;;Equilibrio diplomático;;;;;;;;;x;;;;
BUDGET_LOAN_CANT_REPAY;Não temos dinheiro para pagar empréstimos com;Nous n'avons pas les moyens de rembourser nos emprunts.;Uns fehlt es an Geld, die Darlehen zurückzuzahlen an;;No tenemos dinero para pagar los préstamos;;;;;;;;;x;;;;
BUDGET_CANT_LOAN;Você não pode se dar ao luxo de emprestar dinheiro.;Vous n'avez pas les moyens de prêter de l'argent.;Kein Geld verfügbar zur Darlehensvergabe an;;No tienes dinero para prestar;;;;;;;;;x;;;;
#;;;;;;;;;;;;;;x;;;;
WORLD_YEAR;O Mundo em $YEAR$;Le monde en $YEAR$ apr. J.-C.;Die Welt im Jahre $YEAR$ n. Chr..;Œwiat AD $YEAR$;Año $YEAR$ DC;Il mondo nell'anno $YEAR$ d.C.;A világ - Kr. u. $YEAR$;Léta pánì $YEAR$;;;;;;x;;;;
FE_PLAYABLE_COUNTRIES;Países jogáveis;Pays disponibles;Spielbare Länder;;Países disponibles;;;;;;;;;x;;;;
FE_COUNTRY;País;Pays;Land;;País;;;;;;;;;x;;;;
FE_WARS;Guerras:;Guerres :;Kriege:;;Guerras:;;;;;;;;;x;;;;
FE_POP;Pop.;Population;Bev.;;Pob.;;;;;;;;;x;;;;
FE_IDEOLOGY;Ideologia;Idéologie;Ideologie;;Ideología;;;;;;;;;x;;;;
FE_INDUSTRY;Indústria:;Industriel :;Industrie:;;Industria:;;;;;;;;;x;;;;
FE_PRESTIGE;Prestígio:;Prestige :;Prestige:;;Prestigio:;;;;;;;;;x;;;;
FE_RANK;Classificação;Rang;Rang;;Puesto;;;;;;;;;x;;;;
FE_SCORE;Pontos;Score;Punkte;;Puntos;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Savegame transfers;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
SAVE_PROG;Save progress: $VALUE$ %;Progression de la sauvegarde : $VALUE$%;Speicherfortschritt: $VALUE$ %;Postêp zapisu: $VALUE$ %;Guardado completado: $VALUE$ %;Salva progressi: $VALUE$ %;Mentés folyamaban: $VALUE$%;Uložit postup: $VALUE$ %;;;;;;x;;;;
TRANSERING_SAVE;Savegame transfer started...;Début du transfert de la sauvegarde...;Spielstand wird geladen ...;Rozpoczêto transfer zapisanej gry...;Inicio de transferencia de datos guardados...;Trasferimento del salvataggio avviato...;Mentésáttöltés folyamatban…;Zaèalo ukládání...;;;;;;x;;;;
LOADING_LOCAL_SAVE;Loading local savegame copy...;Chargement de la copie de sauvegarde locale...;Lokale Kopie des Spielstandes wird geladen ...;Wczytujê kopiê zapisanej gry lokalnej...;Cargando copia local de datos guardados...;Caricamento copia salvataggio in locale in corso...;Helyi mentés betöltése…;Nahrávání místní uložené hry...;;;;;;x;;;;
PLR_DISC;Player §Y$NAME$§W left the game.;Le joueur §Y$NAME$§W a quitté la partie.;Spieler §Y$NAME$§W hat das Spiel verlassen.;Gracz $NAME$ opuœci³ grê.;El jugador §Y$NAME$§W ha abandonado el juego.;Il giocatore $NAME$ ha lasciato la partita.;$NAME$ elhagyta a játékot.;Hráè §Y$NAME$§W opustil hru.;;;;;;x;;;;
PLR_CONNECT;Player §Y$NAME$§W joined the game.;Le joueur §Y$NAME$§W a rejoint la partie.;Spieler §Y$NAME$§W ist dem Spiel beigetreten.;Gracz $NAME$ do³¹czy³ do gry.;El jugador §Y$NAME$§W se ha unido al juego.;Il giocatore $NAME$ partecipa alla partita.;$NAME$ csatlakozott a játékhoz.;Hráè §Y$NAME$§W se pøipojil ke høe.;;;;;;x;;;;
REVERT_SAVE_CAL;Reverting to default database.;Retour à la base de données par défaut.;Standard-Datenbank wird eingesetzt.;Powrót do domyœlnej bazy danych.;Volviendo a la base de datos por defecto.;Ripristino del database predefinito.;Visszatérés az eredeti adatbázishoz…;Reverze na výchozí databázi.;;;;;;x;;;;
SAVE_TRANSFER_DONE;Savegame transfer done.;Transfert de sauvegarde terminé.;Transfer des Spielstandes beendet.;Dokonano transferu zapisanej gry.;Transferencia de datos guardados completada.;Trasferimento del salvataggio completato.;Mentésáttöltés kész.;Pøenos uložené hry ukonèen.;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Loading texts;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
LOADING_MAP_SPRITES;Carregando Map-Sprites...;Chargement des sprites de la carte...;Karten-Sprites werden geladen ...;Wczytywanie Map-Sprites...;Cargando graficos animados de mapas...;Caricamento Sprites mappa in corso...;Egységek betöltése…;Nahrávání zmenšenin na mapì...;;;;;;x;;;;
LOADING_GUI_DEF;Carregando GUI Definitions...;Chargement des définitions GUI...;GUI-Definitionen werden geladen ...;Wczytywanie definicji interfejsu graficznego...;Cargando definiciones de IGU...;Caricamento definizioni GUI in corso...;GUI betöltése…;Nahrávání definic rozhraní...;;;;;;x;;;;
LOADING_DATABASES;Carregando Databases...;Chargement des bases de données...;Datenbanken werden geladen ...;Wczytywanie baz danych...;Cargando bases de datos...;Caricamento database in corso...;Adatbázis betöltése…;Nahrávání databází...;;;;;;x;;;;
LOADING_DATABASES2;Carregando Databases II...;Chargement des bases de données II...;Datenbanken werden geladen II...;;Cargando bases de datos II...;;;;;;;;;x;;;;
INIT_MAP_LOGIC;Iniciando Maplogic...;Initialisation Maplogic...;Karte wird initialisiert ...;Uruchamianie Maplogic...;Inicializando logica de mapa...;Inizializzazione Maplogic in corso...;Pályaútvonalak töltése…;Inicializace systému map…;;;;;;x;;;;
CREATING_CHKSUM;Criando Checksum...;Création des sommes de contrôle...;Checksumme wird erstellt ...;Tworzenie sumy kontrolnej...;Creando total de chequeos...;Creazione checksum in corso...;Ellenõrzõ összeg létrehozása…;Vytváøení hodnot souètù...;;;;;;x;;;;
LOADING_HISTORY;Carregando arquivos históricos...;Chargement des fichiers historiques...;Geschichtsdateien werden geladen ...;Wczytywanie plików historycznych...;Cargando archivos de historia...;Caricamento file storia in corso...;Történelmi fájlok betöltése…;Nahrávání souborù s historií...;;;;;;x;;;;
LOADING_SOUNDS;Carregando sons...;Chargement des sons...;Sounddateien werden geladen ...;Wczytywanie dŸwiêków...;Cargando sonidos...;Caricamento suoni in corso...;Hangok betöltése…;Nahrávání zvukù...;;;;;;x;;;;
PROC_FLAGS;Processando bandeiras...;Traitement des drapeaux...;Flaggen werden verarbeitet ...;Przetwarzanie flag...;Procesando banderas...;Elaborazione flag in corso...;Zászlók feldolgozása…;Zpracování vlajek...;;;;;;x;;;;
LOAD_FLAGS;Carregando bandeiras...;Chargement des drapeaux...;Flaggen werden geladen ...;Wczytywanie flag...;Cargando banderas...;Caricamento flag in corso...;Zászlók betöltése…;Nahrávání vlajek...;;;;;;x;;;;
LOAD_GFX;Carregando gráficos...;Chargement des graphismes...;Grafiken werden geladen ...;Wczytywanie grafiki...;Cargando graficos...;Caricamento grafica in corso...;Grafikák betöltése…;Nahrávání grafiky...;;;;;;x;;;;
CREATING_THE_WORLD;Criando o mundo...;Création du monde victorien...;Die Welt wird erstellt ...;Tworzenie œwiata...;Creando el mundo...;Creazione mondo in corso...;Világ létrehozása…;Vytváøení svìta...;;;;;;x;;;;
CREATING_TREES;Criando árvores...;Création des arbres...;Baum-Sprites werden erstellt ...;Tworzenie drzew...;Creando arboles...;Creazione alberi in corso...;Fák létrehozása…;Vytváøení porostù...;;;;;;x;;;;
CREATING_BORDERS;Criando fronteiras...;Création des frontières...;Grenzen werden erstellt ...;Tworzenie granic...;Creando fronteras...;Creazione confini in corso...;Országhatárok létrehozása…;Vytváøení hranic...;;;;;;x;;;;
CREATING_RIVERS;Criando rios...;Création des fleuves...;Fluss-Sprites werden erstellt ...;Tworzenie rzek...;Creando rios...;Creazione fiumi in corso...;Folyók létrehozása…;Vytváøení øek...;;;;;;x;;;;
MAP_PROPERLY_INIT;Mapa devidamente inicializado...;Initialisation de la carte réussie...;Karte korrekt initialisiert ...;Mapa uruchomiona prawid³owo...;Mapa inicializado con exito...;Mappa inizializzata correttamente...;A pálya betöltve…;Mapa byla správnì inicializována...;;;;;;x;;;;
CREATING_PROVINCE;Criando Província #;Création de province #;Erstellung der Provinz#;Tworzenie prowincji;Creando provincia #;Creazione provincia # in corso...;Provincia létrehozása…;Vytváøení provincie #;;;;;;x;;;;
CREATING_TEXTS;Criando textos...;Création des textes...;Texte werden erstellt ....;Tworzenie tekstów...;Creando textos....;Creazione testi in corso...;Szövegek létrehozása…;Vytváøení textù...;;;;;;x;;;;
LOAD_EVENTS;Carregando eventos...;Chargement des événements...;Ereignisse werden geladen ...;Wczytywanie zdarzeñ...;Cargando eventos...;Caricamento eventi in corso...;Események betöltése…;Nahrávání událostí...;;;;;;x;;;;
ADAPTING_HISTORY;Adaptando a História...;Adaptation de l'Histoire...;Geschichte wird angepasst ...;Przystosowywanie historii...;Adaptando historia...;Adattamento storia in corso...;Történelmi fájlok betöltése…;Adaptace historie...;;;;;;x;;;;
CALC_PATHS;Cálculo de caminhos...\nIsso pode levar vários minutos.;Calcul des chemins...\nCela peut prendre plusieurs minutes.;Pfade werden berechnet ...\nDies kann einige Minuten dauern.;Obliczanie œcie¿ek...\nTo mo¿e potrwaæ kilka minut.;Calculando rutas...\nEsto puede llevar varios minutos.;Calcolo percorsi in corso... \nQuesta operazione potrebbe richiedere qualche minuto.;Útvonalak kiszámítása…\n Ez néhány percet is igénybe vehet…;Výpoèet cest...\nTo mùže trvat nìkolik minut.;;;;;;x;;;;
FE_TOGGLE;Início rápido;Démarrage rapide;Schnellstart;;Inicio rápido;;;;;;;;;x;;;;
FE_TOGGLE_NORMAL;Início personalizado;Démarrage personnalisé;Benutzerdefinierter Start;;Inicio personalizado;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Settings ;;;;;;;;;;;;;;x;;;;
FE_SETTING_DIPLOMACY;Diplomacia;Diplomatie;Diplomatie;;Diplomacia;;;;;;;;;x;;;;
FE_SETTING_PRODUCTION;Produção;Production;Produktion;;Producción;;;;;;;;;x;;;;
FE_SETTING_POLITICS;Política;Politique;Politik;;Política;;;;;;;;;x;;;;
FE_SETTING_INTEL;Inteligência;Espionnage;Geheimdienst;;Inteligencia;;;;;;;;;x;;;;
FE_SETTING_TECHNOLOGY;Tecnologia;Technologie;Technologie;;Tecnología;;;;;;;;;x;;;;
FE_SETTING_UNITINTERFACE;Exércitos;Armées;Armeen;;Ejércitos;;;;;;;;;x;;;;
DIFF_VERY_EASY;Muito fácil;Très facile;Sehr leicht;;Muy fácil;;;;;;;;;x;;;;
DIFF_EASY;Fácil;Facile;Leicht;;Fácil;;;;;;;;;x;;;;
DIFF_NORMAL;Normal;Normal;Normal;;Normal;;;;;;;;;x;;;;
DIFF_HARD;Difícil;Difficile;Schwer;;Difícil;;;;;;;;;x;;;;
DIFF_VERY_HARD;Muito difícil;Très difficile;Sehr schwer;;Muy difícil;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
######################################################################;;;;;;;;;;;;;;x;;;;
# Misc ;;;;;;;;;;;;;;x;;;;
CORE_PAUSED;PAUSA;PAUSE;PAUSE;PAUZA;PAUSA;PAUSA;Szünet;PAUZA;;;;;;x;;;;
SM_SETTINGS;Configurações;Paramètres;Einstellungen;Ustawienia;Configuración;Impostazioni;Beállítások;Nastavení;;;;;;x;;;;
SM_GAME;Jogo;Jeu;Spiel;Gra;Juego;Partita;Játék;Hra;;;;;;x;;;;
SM_VIDEO;Gráfico;Affichage;Grafik;Grafika;Vídeo;Video;Videó;Grafika;;;;;;x;;;;
SM_AUDIO;Áudio;Son;Sound;DŸwiêk;Sonido;Audio;Hangok;Zvuk;;;;;;x;;;;
SM_CONTROLS;Controles;Commandes;Maus;Mysz;Controles;Comandi;Irányítás;Ovládání;;;;;;x;;;;
