MILITARY_SPENDINGS_NAVAL;Spending on §YNaval§! units:;;Ausgaben für §YMarine§!-Einheiten:;;;;;;;;x;;;;
MILITARY_SPENDINGS_PROJECTS;Spending on §YConstructions§!:;;Ausgaben für §YBauvorhaben§!:;;;;;;;;x;;;;
STOCKPILE_COST_ESTIMATED;We §Yestimate§! tomorrow's stockpile purchases will cost:;;Wir §Yschätzen§!, dass die morgigen Vorrats-Einkäufe folgendes kosten werden:;;;;;;;;x;;;;
STOCKPILE_COST_ACTUAL;Today we §Yactually§! spent on stockpile:;;Heute betrugen die §Ytatsächlichen§! Ausgaben für Vorräte:;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_APPROACH;Approaching §Y$WHO$§!. Current distance: §Y$DIST$§!.;;Nähert sich §Y$WHO$§!. Derzeitige Entfernung: §Y$DIST$§!.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_DESTROYED;§RDestroyed§! by §Y$WHO$§!;;§RZerstört§! von §Y$WHO$§!;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_DISENGAGED;This unit has managed to disengage, and is no longer a part of the battle.;;Diese Einheit konnte sich zurückziehen und ist nicht länger in den Kampf verwickelt.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_RETREAT;This unit is retreating.;;Diese Einheit befindet sich auf dem Rückzug.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_SEEKING;Procurando pelo melhor alvo.;;Suche nach dem besten Ziel.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_SHOOTING;Firing at §Y$WHO$§!.\n- Damage to Organisation §G$ORG$§!\n- Damage to Strength §Y$STR$§!;;Feuert auf §Y$WHO$§!.\n- Schaden an der Organisation §G$ORG$§!\n- Schaden auf Stärke §Y$STR$§!;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_FILTERING;Click with §GLMB§! to show all ships that are targetting this ship.;;Klickt mit §GLMT§!, um alle Schiffe zu sehen, die auf dieses Schiff zielen.;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_LEVEL;Nível da Base Naval §G$LVL$§!;;Marinestützpunkt-Stufe §G$LVL$§!;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_NO_BASE;Não há nenhuma Base Naval nesse estado.;;In diesem Staat befindet sich kein Marinestützpunkt.;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_CAP;This province §Ynaval supply throughput§! is §G$CAP$§! of total §G$TOT$§!.;;Der §YMarine-Versorgungsdurchsatz§! dieser Provinz beträgt §G$CAP$§! von insgesamt §G$TOT$§!.;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_IN_OTHER;Uma Base Naval já existe neste estado, em §Y$PROV$§!.;;In diesem Staat gibt es bereits einen Marinestützpunkt in §Y$PROV$§!. ;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_UNDER_CON;Uma Base Naval já está em construção aqui.;;Hier befindet sich bereits ein Marinestützpunkt im Bau.;;;;;;;;x;;;;
NAVAL_SUPPLY_PENALTY_DESC;Affected by §Ynaval supply throughput§! penalty of §R$PEN$%§!.;;Beeinflusst durch den §YMarine-Versorgungsdurchsatz§!-Malus von §R$PEN$%§!.;;;;;;;;x;;;;
COMBAT_LEADER_MOD_ATTACK;Ataque do líder;;Anführer-Angriff;;;;;;;;x;;;;
COMBAT_LEADER_MOD_DEFENSE;Defesa do líder;;Anführer-Verteidigung;;;;;;;;x;;;;
OCCUPATION_SCORE_ATTACKER;Ocupação ofensiva:;;Besatzung des Angreifers:;;;;;;;;x;;;;
OCCUPATION_SCORE_DEFENDER;Ocupação defensiva:;;Besatzung des Verteidigers:;;;;;;;;x;;;;
BLOCKADE_SCORE_ATTACKER;Bloqueios de atacantes:;;Blockaden des Angreifers:;;;;;;;;x;;;;
BLOCKADE_SCORE_DEFENDER;Bloqueios de defensores:;;Blockaden des Verteidigers:;;;;;;;;x;;;;
TICKING_WARSCORE_HEAD;§YScore over time§! bonus §Y$VAL$§!:;;§YWertung über Zeit§!-Bonus §Y$VAL$§!:;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE;Atualmente $VAL$ ($CHANGE$ alteração diária).;;Derzeit $VAL$ (tägliche Änderung $CHANGE$).;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE_MAX;Atualmente $VAL$ (Max).;;Derzeit $VAL$ (Max).;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE_SHORT;$VAL$ ($CHANGE$ diariamento).;;$VAL$ (täglich $CHANGE$).;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE_MAX_SHORT;$VAL$ (Max).;;$VAL$ (Max).;;;;;;;;x;;;;
CB_DESTROY_FORTS;Drestruir Fortificações;;Zerstört Festungen;;;;;;;;x;;;;
CB_DESTROY_NAVAL_BASES;Destruir Bases Navais;;Zerstört Marinestützpunkte;;;;;;;;x;;;;
po_destroy_forts;Destruir todos os Fortes em $STATE$.;;Zerstört alle Forts in $STATE$.;;;;;;;;x;;;;
po_destroy_naval_bases;Destruir Base Naval em $STATE$.;;Zersört den Marinestützpunkt in $STATE$ .;;;;;;;;x;;;;
ALL_CORE_PROVINCES;todos os estados com províncias centrais;;alle Kernprovinzen;;;;;;;;x;;;;
ALL_SATES;todos os Estados;;alle Staaten;;;;;;;;x;;;;
dismantle_forts_desc;Desmantelar Fortes e Bases Navais.;;Reißt Forts und Marinestützpunkte ab.;;;;;;;;x;;;;
dismantle_forts;Desmantelar Fortificações;;Reißt Forts ab;;;;;;;;x;;;;
dismantle_forts_short;Desmantelar construções em $STATE$;;Reißt Bauten in $STATE$ ab;;;;;;;;x;;;;
dismantle_forts_setup;Desmantelar Fortes e Bases Navais em $STATE$;;Reißt Forts und Marinestützpunkte in $STATE$ ab;;;;;;;;x;;;;
liberate_country_desc;Libertar um §Yentire country§W dos seus opressores;;Befreit ein §Yganzes Land§W von seinen Unterdrückern;;;;;;;;x;;;;
liberate_country;Libertar País;;Befreit das Land;;;;;;;;x;;;;
liberate_country_short;$THIRD$ adiquire $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;$THIRD$ adquiere $STATE$;;;;;;;;;x;
liberate_country_setup;Libertar $STATE$ das mãos de $THIRD$ e devolvê-lo para $RECIPIENT$;Prendre $STATE$ à $RECIPIENT$ pour le rendre à $THIRD$;Gebt $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;Arrebatar el estado de $STATE$ de manos de $RECIPIENT$ y devolvérselo a $THIRD$;;;;;;;;;x;
FIRE_RANGE;Alcance do Tiro;;Schussreichweite;;;;;;;;x;;;;
EVASION;Evasão;;Ausweichen;;;;;;;;x;;;;
SORT_BY;Ordenar por:;;Sortieren nach:;;;;;;;;x;;;;
STANCE;Posição;;Haltung;;;;;;;;x;;;;
STR_ORG;Str/Org;;Stärke/Org.;;;;;;;;x;;;;
SORT_BY_TYPE_DESC;Ordenar navios por §Ytype§!.;;Schiffe nach §YTyp§! sortieren.;;;;;;;;x;;;;
SORT_BY_STANCE_DESC;Ordenar navios por §Ycurrent action§!.;;Schiffe nach ihrer §Yaktuellen Aktivität§! sortieren.;;;;;;;;x;;;;
SORT_BY_STR_ORG_DESC;Ordenar navios por §Yaverage of Strength and Organisation§!.;;Schiffe nach ihrer §Ydurchschnittlichen Stärke und Organisation§! sortieren.;;;;;;;;x;;;;
TARGETED_BY;Targetted by:;;Im Visier von:;;;;;;;;x;;;;
MAY_NOT_RETREAT_NAVAL;Não é possível, nem seria honroso, retirar-se de uma batalha antes de termos uma compreensão completa de nossas chances.;;Es ist nicht möglich, und auch nicht sonderlich ehrenvoll, den Rückzug von einem Gefecht anzutreten, bevor wir nicht eine vollständige Übersicht über unsere Chancen haben.;;;;;;;;x;;;;
REMAINING_NAVAL_RETREAT;Antes de podermos realizar uma retirada, precisamos nos aproximar de §Y$OPT$§! para descobrir quais são nossas chances.;;Bevor wir einen freiwilligen Rückzug antreten können, müssen wir noch näher an §Y$OPT$§!, um unsere Chancen besser einschätzen zu können.;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_APPROACH;Aproximando;;Herannahend;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_SEEKING;Buscando alvo;;Auf Zielsuche;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_FIRING;Dano §G$ORG$§!/§R$STR$§!;;Schaden §G$ORG$§!/§R$STR$§!;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_RETREAT;Recuando;;Auf dem Rückzug;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_DISENGAGED;Disengaged;;Zurückgezogen;;;;;;;;x;;;;
SUPPLY_LOAD;Peso do estoque;;Vorratsgewicht;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_BASIC;The total §Ysupply throughput§! of all our §Ynaval ports§! is $TOT$.\nAll our ships requires in total $REQ$.;;Der gesamte §YVersorgungsdurchsatz§! all unserer §YMarinehäfen§! beträgt $TOT$.\nAll unsere Schiffe benötigen insgesamt $REQ$.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_PENALTY;Nossos navios sofrem $PEN$ penalidade de fornecimento.;;Nossos navios sofrem $PEN$ Malus für ihre Versorgung.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_HINT;Considere construir bases navais ou dispersar alguns navios.;;Überlegt, einige Marinestützpunkte zu bauen, oder entlasst einige Schiffe.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_UPCOMING_PENALTY;Novos navios estão em construção, que excederão os limites de suprimento de $EXC$.;;Neue Schiffe befinden sich im Bau, dies wird das Versorgungslimit um $EXC$ überschreiten.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_DETAILED_LIST;The following report shows the supply throughput demands:;;Der folgende Bericht zeigt den Versorgungsdurchsatz-Bedarf:;;;;;;;;x;;;;
SHIP_BUILD_MIN_BASE_LEVEL;Requer Base Naval nível §Y$LVL$§! ou maior.;;Benötigt einen Hafen der Stufe §Y$LVL$§! oder höher.;;;;;;;;x;;;;
SHIP_BUILD_LIMIT_PER_BASE;Limitado a §Y$LIM$§! unidades por cada porto que suporta este navio.;;Begrenzt auf §Y$LIM$§! Einheiten pro Hafen, der dieses Schiff versorgt.;;;;;;;;x;;;;
SHIP_BUILD_LIMIT_PER_BASE_HINT;§RConsidere construir mais bases navais de nível pelo menos §G$LVL$§R.§!;;§RÜberlegt, weitere Marinestützpunkte mit einer Stufe von mindestens §G$LVL$zu bauen§R.§!;;;;;;;;x;;;;
SHIP_BUILD_LIMIT_MAX;§Y(Limite: $LIM$)§!;;§Y(Limit: $LIM$)§!;;;;;;;;x;;;;
BUILDING_ONE_PER_STATE;Apenas um por estado;;Nur eins pro Staat;;;;;;;;x;;;;
DIPLOMACY_CRISIS_INFO;Crise;;Konflikte;;;;;;;;x;;;;
CRISIS_CANT_DECLARE_WAR;Você não pode declarar guerra ou ser declarado guerra se estiver envolvido em uma crise.;;Ihr könnt keinen Krieg erklären oder eine Kriegserklärung erhalten, wenn Ihr Euch in einem Konflikt befindet.;;;;;;;;x;;;;
HAS_FLASHPOINT;Tem um ponto de tensão;;Hat einen Unruheherd;;;;;;;;x;;;;
HAS_NO_FLASHPOINT;Não tem um ponto de tensão;;Hat keinen Unruheherd;;;;;;;;x;;;;
TENSION_LESS_THAN;Ponto de tensão menor que;;Niedriger Unruhe-Spannungen als;;;;;;;;x;;;;
TENSION_MORE_THAN;Ponto de tensão maior que;;Höhere Unruhe-Spannungen als;;;;;;;;x;;;;
CRISIS_TEMPERATURE_LESS_THAN;Temperatura da Crise menor que;;Niedrigere Konflikttemperatur als;;;;;;;;x;;;;
CRISIS_TEMPERATURE_MORE_THAN;Temperatura da Crise maior que;;Höhere Konflikttemperatur als;;;;;;;;x;;;;
FLASHPOINT_TENSION_EFFECT;$DIRECTION$ $VALUE$ ponto(s) de tensão.\n;;$DIRECTION$ $VALUE$ Unruhe-Spannung.\n;;;;;;;;x;;;;
diplomatic_focus;Diplomacia;;Diplomatie;;;;;;;;x;;;;
increase_tension;Aumentar a tensão;;Spannung erhöhen;;;;;;;;x;;;;
increase_tension_focus_desc;Aumenta a tensão em §Y$VAL$§W% por mês.;;Erhöht die Unruhe-Spannungen um etwa §Y$VAL$§W% pro Monat.;;;;;;;;x;;;;
NOT_A_FLASHPOINT;§RNot a flashpoint§!;;§RKein Unruheherd§!;;;;;;;;x;;;;
MAPMODE_21;Crises;;Konflikte;;;;;;;;x;;;;
MAPMODE_22;Naval;;Marine;;;;;;;;x;;;;
FLASHPOINT_TENSION;Ponto de tensão: §Y$VALUE$§!%;;Unruhe-Spannungen: §Y$VALUE$§!%;;;;;;;;x;;;;
EXECUTING_HISTORY;Executando Histórico;;Abrufen der Geschichte;;;;;;;;x;;;;
CRISIS_TEMPERATURE;Temperatura da Crise: §R$VALUE$%§!;;Konflikttemperatur: §R$VALUE$%§!;;;;;;;;x;;;;
HAS_CRISIS;Existe atualmente uma Crise;;Es gibt momentan einen Konflikt;;;;;;;;x;;;;
HAS_NO_CRISIS;Atualmente não há uma Crise;;Es gibt momentan keinen Konflikt;;;;;;;;x;;;;
CRISIS_TEMPERATURE_EFFECT;$DIRECTION$ $VALUE$ temperatura da Crise.\n;;$DIRECTION$ $VALUE$ Konflikttemperatur.\n;;;;;;;;x;;;;
TRIGGER_STATE;Estado de crise;;Konflikt-Zustand;;;;;;;;x;;;;
BACKERS_LABEL;Apoiadores:;;Unterstützer:;;;;;;;;x;;;;
SUPPORT_SIDE;Lado de apoio;;Seite unterstützen;;;;;;;;x;;;;
ON_THE_FENCE_LABEL;Indecisos:;;Noch unentschlossen:;;;;;;;;x;;;;
vacuum_tube;Tubo de Vácuo;;Vakuumröhre;;;;;;;;;;x,,,;;
vacuum_tube_desc;Válvula termiônica ou válvula termiónica, também chamada por vezes de tubo de vácuo é um dispositivo eletrônico formado por um invólucro de vidro de alto vácuo chamada ampola contendo vários elementos metálicos. Já as válvulas do tipo Tiratron, para aplicações de alta potência, são preenchidas com gás.;;Die Vakuumröhre (auch Elektronenröhre genannt) ist ein Gerät, das den Stromfluss durch ein Vakuum ausnutzt. Elektronen reisen in einer Vakuumröhre aufgrund von Glühemission  (dem Edison-Effekt) von einem heißen Glühfaden (der negativen Kathode) durch ein Vakuum zu einer positiven Elektrode (der Anode). Zusätzliche Elektroden wurden später zwischen der Anode und Kathode hinzugefügt und erlaubten die Verstärkung und den Wechsel von Signalen. Vakuumröhren waren ein wesentlicher Bestandteil für die Produktion und Kommerzialisierung von Radios, Telefonen, Fernsehern, Radar und den ersten Computern.;;;;;;;;;;x,,,;;
tulls_seed_drill;Semeadeira;;Tulls Sämaschine;;;;;;;;;;x,,,,,,,;;
tulls_seed_drill_desc;Inventada por Jethro Tull, a semeadeira permitia que os fazendeiros propalassem as sementes em filas bem espaçadas numa profundidade específica. Antes disso eles simplesmente jogavam as sementes no chão, para que crescessem onde quer que caíssem. Algumas das sementes caíam em terra não preparada onde nunca germinavam, ou germinavam prematuramente e eram mortas por pragas, excesso de água ou fertilizante. Esta invenção deu aos fazendeiros muito mais controle sobre a profundidade em que a semente era plantada e a habilidade de cobri-las sem ter que fazer outra volta. Este controle significava que as sementes germinavam com mais consistência e em terreno mais preparado. ;;Vor dieser Epoche pflanzten Bauern die Saat für Getreide, indem sie diese in einem Beutel über das Feld trugen und ausstreuten oder verteilten. Sie taten dies von Hand auf dem gepflügten und geeggten Feldboden. Das Problem bestand in der ungleichmäßigen Verteilung des Saatguts. Es war daher keine effiziente Verwendung des Saatguts, sondern vielmehr eine Verschwendung. Jethro Tull erfand eine Sämaschine, die von einem Pferd gezogen werden konnte. Es war ein Vehikel auf Rädern mit einer Kiste voll Getreide darin. Eine radbetriebene Schraube verteilte das Saatgut gleichmäßig, wenn das Gefährt über das Feld gezogen wurde.;;;;;;;;;;x,,,,;;
rotherham_plough;Arado de Rotherham;;Rotherham-Pflug;;;;;;;;;;x,,,,,,,;;
rotherham_plough_desc;O arado de Rotherham ou Yorkshire foi inventado por Disney Stanyforth e Joseph Foljambe como uma evolução do arado tradicional. Era feito de madeira como o arado comum, mas as ferragens e as lâminas de arado eram feitas de ferro, e o aveludado e o arado eram revestidos de ferro. Este arado era mais leve que o arado tradicional e podia ser facilmente puxado por dois cavalos.;;Der Rotherham oder Yorkshire Pflug wurde von Disney Stanyforth und Joseph Foljambe als Weiterentwicklung des traditionellen Pflugs erfunden. Er bestand aus Holz wie der Standard-Pflug, doch die Beschläge und das Pflugmesser waren aus Eisen und  das Streichblech und die Pflugschar waren mit Eisen verkleidet. Dieser Pflug war leichter als der traditionelle Pflug und konnte leicht von zwei Pferden gezogen werden.;;;;;;;;;;x,,,,,,,;;
telephone_switchboard;Central Telefônica;;Telefon-Zentrale;;;;;;;;;;x,,,;;
telephone_switchboard_desc;"A central telefônica é um sistema de componentes elétricos usados para conectar chamadas telefônicas. A primeira central telefônica foi inventada pelo húngaro Tivadar Puskás em 1877, enquanto trabalhava para Thomas Edison. Trocas telefônicas primitivas estavam em vigor para aplicações comerciais em 1881 no leste dos EUA e na Europa Ocidental. As centrais telefônicas consistiam em centenas de ""placas de encaixe"", nas quais uma equipe de operadores manualmente ""conectava"" as chamadas para encaminhá-las. Almon Brown Strowger patenteou o primeiro interruptor em 1891, o que levou à comutação telefônica automatizada.";;Eine Telefon-Zentrale ist ein System aus elektronischen Komponenten und wird dazu verwendet, Anrufe zu verbinden. Die erste Telefon-Zentrale wurde 1877 von dem Ungarn Tivadar Puskás erfunden, während er für Thomas Edison arbeitete. Erste primitive Fernsprechämter für kommerzielle Einrichtungen bestanden 1881 im Osten der US und im westlichen Europa. Fernsprechämter bestanden aus hunderten von Schalttafeln, an denen Telefonisten manuell Anrufe weiterleiteten und verbanden, indem sie Kabel umstöpselten. Almon Brown Strowger patentierte 1891 den ersten Kippschalter, der zur automatischen Anrufweiterleitung führte.;;;;;;;;;;x,,,;;
BRZ_2446;Minas Gerais;Minas Gerais;Minas Gerais;;Minas Gerais;;;;;;;;;x;
CLM_2259;Cauca;Cauca;Cauca;;Cauca;;;;;;;;;x;
ANN_1371;Tonkin;Tonkin;Tonkin;;Tonkin;;;;;;;;;x;
ANN_1374;Annam;Annam;Annam;;Annam;;;;;;;;;x;
ANN_1383;Cochin China;Cochin China;Cochinchina;;Cochin China;;;;;;;;;x;
LUA_1356;Laos;Laos;Laos;;Laos;;;;;;;;;x;
SIA_1392;Bangkok;Bangkok;Bangkok;;Bangkok;;;;;;;;;x;
SIA_1355;Chiang Mai;Chiang Mai;Chiang Mai;;Chiang Mai;;;;;;;;;x;
SIA_1358;Nakhon Ratchasima;Nakhon Ratchasima;Nakhon Ratchasima;;Nakhon Ratchasima;;;;;;;;;x;
