WAR_LOST_GW_STATUS_BTN1;OK;D'accord;OK;;;;;;;;;;;x
WAR_LOST_GW_STATUS_BTN2;OK;D'accord;OK;;;;;;;;;;;x
WAR_LOST_GW_STATUS_BTN3;Ir para;Voir;Gehe zu;;;;;;;;;;;x
WAR_LOST_GW_STATUS_LOG;$WAR$ não é mais uma §YGrande Guerra§!;$WAR$ n'est plus une §YGrande Guerre§!.;$WAR$ ist kein §YGroßer Krieg mehr§!;;;;;;;;;;;x
GW_INTERVENE_MIN_RELATIONS;Nossas relações com o(a) §Y$TARGET$§! deve ser de pelo menos §G$MIN$§!. Atualmente é §Y$VAL$§!.;Nos relations avec §Y$TARGET$§! doivent être d'au moins §G$MIN$§!. Actuellement elles sont de §Y$VAL$§!.;Unsere Beziehungen mit §Y$TARGET$§! muss zumindest §G$MIN$§! betragen. Gegenwärtig liegt sie bei §Y$VAL$§!.;;;;;;;;;;;x
GW_INTERVENE_MAX_EXHAUSTION;Nossa exaustão de guerra não pode ser maior que §G$MAX$§!. Atualmente é §Y$VAL$§!.;Notre lassitude de guerre ne doit pas être supérieure à §G$MAX$§. Actuellement elle est de §Y$VAL$§!.;Unsere Kriegsermüdung darf nicht höher als §G$MAX$§! sein. Gegenwärtig liegt diese bei §Y$VAL$§!.;;;;;;;;;;;x
great_war_penalty_cb;Rendição em uma Grande Guerra;Capitulation dans une Grande Guerre;Großkriegskapitulation;;;;;;;;;;;x
great_war_penalty_cb_desc;Force a(o) §Ypaís§! a desarmar e pagar reparações para nós.;Contraindre un autre §Ypays§! à désarmer et à nous payer des réparations.;Zwingt die andere §YNation§! zur Entwaffnung und der Zahlung von Kriegsreperationen an uns.;;;;;;;;;;;x
great_war_penalty_cb_setup;Desarmar $RECIPIENT$ e deixá-los pagar por reparações.;Désarmer $RECIPIENT$ et le faire payer des réparations.;Entwaffnet $RECIPIENT$ and zwingt sie zur Zahlung von Kriegsreperationen;;;;;;;;;;;x
great_war_penalty_cb_short;Rendição em uma Grande Guerra;Capitulation dans une Grande Guerre;Großkriegskapitulation;;;;;;;;;;;x
GREAT_WAR_OBLIGATORY_CB_DESC;Grande Guerra Obrigatória Casus Belli contra todos os inimigos:;Casus Belli de Grand Guerre obligatoire contre tous les ennemis :;Obligatorishcer Großer Krieg Casus Belli gegenüber allen Feinden;;;;;;;;;;;x
GREAT_WAR_CB_JUSTIFY_COST_DESC;Custo na Infâmia reduzido para §G$PERC$%§! do custo original graças ao status de §YGrande Guerra§! ;Coût en Infâmie réduit à §G$PERC$ %§! du coût d'origine grâce au statut de §YGrande Guerre§!.;Infamie-Kosten sind aufgrund des §YGroßen Krieges§! auf §G$PERC$%§! der Normalkosten runtergesetzt.;;;;;;;;;;;x
GREAT_WAR_CB_CONSTRUCTION_SPEED_DESC;Na Grande Guerra com §Y$TARGET$§!;En Grande Guerre contre §Y$TARGET$§!;In einem Großen Krieg mit §Y$TARGET$§!;;;;;;;;;;;x
fascist_focus_short;Lealdade dos §YFascistas§!;Loyauté §Yfasciste§!;§YFaschistische§! Loyalität;;;;;;;;;;;x
reactionary_focus_short;Lealdade dos §YReacionários§!;Loyauté §Yréactionnaire§!;§YReaktionäre§! Loyalität;;;;;;;;;;;x
conservative_focus_short;Lealdade dos §YConservadores§!;Loyauté §Yconservatrice§!;§YKonservative§! Loyalität;;;;;;;;;;;x
socialist_focus_short;Lealdade dos §YSocialistas§! ;Loyauté §Ysocialiste§!;§YSozialistische§! Loyalität;;;;;;;;;;;x
communist_focus_short;Lealdade dos §YComunistas§!;Loyauté §Ycommuniste§!;§YKommunistische§! Loyalität;;;;;;;;;;;x
liberal_focus_short;Lealdade dos §YLiberais§! ;Loyauté §Ylibérale§!;§YLiberale§! Loyalität;;;;;;;;;;;x
anarcho_liberal_focus_short;Lealdade dos §YAnaco-liberais§!;Loyauté §Yanarcho-libérale§!;§YAnarcho-liberale§! Loyalität;;;;;;;;;;;x
automation_focus_short;Indústria Automobilística;Industrie automobile;Automobil Industrie;;;;;;;;;;;x
electrical_focus_short;Indústria Elétrica;Industrie électrique;Elektro Industrie;;;;;;;;;;;x
chemical_focus_short;Indústria Química;Industrie chimique;Chemische Industrie;;;;;;;;;;;x
shipping_focus_short;Indústria Naval;Industrie du transport maritime;Schiffsbau Industrie;;;;;;;;;;;x
textile_focus_short;Industria Têxtil;Industrie textile;Textil Industrie;;;;;;;;;;;x
wood_focus_short;Indústria Madeireira;Industrie du bois;Holzverarbeitungs Industrie;;;;;;;;;;;x
basic_industry_focus_short;Industrie de Base;Industrie de base;Schwerindustrie;;;;;;;;;;;x
armaments_focus_short;Indústria de Armamentos;Industrie d'armement;Rüstungs Industrie;;;;;;;;;;;x
consumer_focus_short;Indústria de Bens de Consumo;Biens de consommation;Konsumgüter Industrie;;;;;;;;;;;x
WAR_GOAL_SUCCESS_PRESTIGE_CHANGE;Se completarmos este objetivo de guerra, ganharemos $PRES$ de prestígio.;Si nous atteignons ce but de guerre, nous gagnerons $PRES$ points de prestige.;Beim erreichen von diesem Kriegsziel, erhalten wir $PRES$ Prestige.;;;;;;;;;;;x
WAR_GOAL_FAILURE_PRESTIGE_CHANGE;Se não conseguirmos atingir esse objetivo de guerra, perderemos $PRES$ de prestígio.;Si nous n'atteignons pas ce but de guerre, nous perdrons $PRES$ points de prestige.;Bei einem Fehlschlag von diesem Kriegsziel, verlieren wir $PRES$ Prestige.;;;;;;;;;;;x
POP_INTERNAL_MIGRATION;§Y$NUM$§! as pessoas pretendem mudar para outras províncias do país.;§Y$NUM$§! personnes ont l'intention de migrer vers d'autres provinces du pays.;§Y$NUM$§! Personen haben die Tendenz in eine andere Nationale Provinz zu migireren.;;;;;;;;;;;x
POP_EXTERNAL_MIGRATION;§Y$NUM$§! pessoas pretendem se mudar para outro país.;§Y$NUM$§! personnes ont l'intention de migrer vers un autre pays.;§Y$NUM$§! Personen haben die Tendenz in eine andere Nation zu emigrieren.;;;;;;;;;;;x
POP_COLONIAL_MIGRATION;§Y$NUM$§! pessoas pretendem se mudar para as colônias.;§Y$NUM$§! personnes ont l'intention de migrer vers les colonies.;§Y$NUM$§! Personen haben die Tendenz in eine unserer Kolonien zu migrieren.;;;;;;;;;;;x
INVESTED_IN_US_SETUP;Quando um país investe em nós;Quand un pays investit chez nous;Wenn eine andere Nation in unserer investiert;;;;;;;;;;;x
INVESTED_IN_US_HEADER;Investimento Estrangeiro;Investissement étranger;Ausländische Investitionen;;;;;;;;;;;x
INVESTED_IN_US_1;$ICOUNTRY$ investiu em nós!;$ICOUNTRY$ a investi chez nous !;$ICOUNTRY$ hat bei uns investiert!;;;;;;;;;;;x
INVESTED_IN_US_2;$INVESTED_IN_US_MESSAGE$;$INVESTED_IN_US_MESSAGE$;$INVESTED_IN_US_MESSAGE$;;;;;;;;;;;x
INVESTED_IN_US_3;*;*;*;;;;;;;;;;;x
INVESTED_IN_US_4;*;*;*;;;;;;;;;;;x
INVESTED_IN_US_5;*;*;*;;;;;;;;;;;x
INVESTED_IN_US_6;*;*;*;;;;;;;;;;;x
INVESTED_IN_US_BTN1;OK;D'accord;OK;;;;;;;;;;;x
INVESTED_IN_US_BTN2;OK;D'accord;OK;;;;;;;;;;;x
INVESTED_IN_US_BTN3;Ir para;Voir;Gehe zu;;;;;;;;;;;x
INVESTED_IN_US_LOG;§Y$ICOUNTRY$§! investiu em nós: $INVESTED_IN_US_MESSAGE$;§Y$ICOUNTRY$§! investit chez nous : $INVESTED_IN_US_MESSAGE$;§Y$ICOUNTRY$§! hat bei uns investierd : $INVESTED_IN_US_MESSAGE$;;;;;;;;;;;x
INVESTED_IN_US_BUILD;$INAME$ construída em $ILOCATION$ por $IAMOUNT$¤;$INAME$ a construit pour $IAMOUNT$ ¤ en $ILOCATION$;$INAME$ hat in $ILOCATION$ für $IAMOUNT$¤;;;;;;;;;;;x
INVESTED_IN_US_OPEN;$INAME$ aberta em $ILOCATION$ por $IAMOUNT$¤;$INAME$ a ouvert pour $IAMOUNT$ ¤ en $ILOCATION$;$INAME$ eröffnete in $ILOCATION$ für $IAMOUNT$¤;;;;;;;;;;;x
INVESTED_IN_US_UPGRADE;$INAME$ fez melhorias em $ILOCATION$ por $IAMOUNT$¤;$INAME$ a fait des améliorations pour $IAMOUNT$ ¤ en $ILOCATION$;Rüstet auf $INAME$ in $ILOCATION$ für $IAMOUNT$¤;;;;;;;;;;;x
INVESTED_IN_US_UNKNOWN;Investiu $IAMOUNT$¤ em nós.;A investi  $IAMOUNT$ ¤ chez nous.;Investiert $IAMOUNT$¤ bei uns.;;;;;;;;;;;x
MODIFY_RELATION_EFFECT;A relação do(a) §Y$SOURCE$§!'s com o(a) §Y$TARGET$§! evoluiu em $VALUE$.;La relation de §Y$SOURCE$§! avec §Y$TARGET$§! évolue de $VALUE$.;§Y$SOURCE$§!'s Beziehungen mit §Y$TARGET$§! hat sich um $VALUE$ geändert.;;;;;;;;;;;x
PRODUCTION_EXPAND_FACTORY_SHORTCUT_TOOLTIP;§GCtrl+Click§! atualiza todas as fábricas deste tipo que estejam próximas do limite de funcionários (§Y$NUMSPECIALFACTORIES$§!).\n§GShift+Click§! atualiza todas as fábricas que estão próximas do limite de funcionários (§Y$NUMFACTORIES$§!).;§GCtrl+Clic§! améliore toutes les usines de ce type\n§GMaj+Clic§! améliore toutes les usines;§GStrg+Mausklick§! wertet alle Fabrikanlagen dieses Typs auf\n§GShift+Mausklick§! wertet alle Fabrikanlagen auf;;;;;;;;;;;x
EVTNAME19355;Grandes Guerras;Grandes guerres;Große Kriege;;;;;;;;;;;x
EVTDESC19355;O crescente orgulho nacional em países ao redor do mundo chegou ao ponto em que as pessoas não aceitarão nada menos que a vitória total quando as Grandes Potências colidirem. De agora em diante, qualquer conflito com pelo menos duas grandes potências de cada lado será considerado uma Grande Guerra!;L'émergence de la fierté nationale dans les pays du monde entier a atteint un point tel que les gens ne peuvent admettre rien de moins qu'une victoire totale lorsque s'affrontent les grandes puissances. A partir de maintenant, tout conflit avec au moins deux grandes puissances de chaque côté sera considéré comme une grande guerre !;Wachsender Nationialstolz der Bevölkerung in allen Ländern auf der Welt hat einen Punkt, wo bei Großen Auseinandersetzungen unter den Großmächten nicht weniger als ein großer Sieg akzeptiert werden kann. Von nun an wird jeder Konflikt mit mindestens zwei Großmächten auf jeder Seite als Großer Krieg betrachtet werden!;;;;;;;;;;;x
EVTOPTA19355;Deus, ajude-nos a todos;Dieu vienne en aide à nous tous;Gott, hilf uns allen;;;;;;;;;;;x
AGRESSION_WAR_INDEPENDENCE_NAME;$ORDER$$FIRST$ Guerra da Independência;$ORDER$$FIRST$ guerre d'indépendance;$ORDER$$FIRST$ Unabhängigkeitskrieg;;;;;;;;;;;x
BYE;Belarus;Biélorussie;Weißrussland;;Belarus;;;;;;;;;x
BYE_ADJ;Bielorusso;biélorusse;Weißrussisch;;Byelorussian;;;;;;;;;x
UBD;Províncias Bálticas Unidas;Provinces baltiques unies;Vereinite Baltische Staaten;;United Baltic Provinces;;;;;;;;;x
UBD_ADJ;Báltico;baltique;Baltisch;;Baltic;;;;;;;;;x
UBD_conservative;Conservadores;Conservateurs;Konservative;;;;;;;;;;;x
UBD_liberal;Liberais;Libéraux;Liberale;;;;;;;;;;;x
UBD_reactionary;Reacionários;Réactionnaires;Reaktionäre;;;;;;;;;;;x
UBD_anarcho_liberals;Anarco-Liberais;Anarcho-libéraux;Anarcho-Liberale;;;;;;;;;;;x
UBD_socialist;Socialistas;Socialistes;Sozialisten;;;;;;;;;;;x
UBD_communist;Bolcheviques;Bolchéviques;Bolschewiki;;;;;;;;;;;x
UBD_fascist;Partido Nacional Socialista;Parti national-socialiste;Faschisten;;;;;;;;;;;x
BYE_conservative;Conservadores;Conservateurs;Konservative;;;;;;;;;;;x
BYE_liberal;Liberais;Libéraux;Liberale;;;;;;;;;;;x
BYE_reactionary;Reacionários;Réactionnaires;Reaktionäre;;;;;;;;;;;x
BYE_anarcho_liberals;Anarco-Liberais;Anarcho-libéraux;Anarcho-Liberale;;;;;;;;;;;x
BYE_socialist;Assembleia Socialista da Bielorrússia;Assemblée biélorusse socialiste;Weißrussische Sozialistische Hramada;;;;;;;;;;;x
BYE_communist;Bolcheviques;Bolchéviques;Bolschewiki;;;;;;;;;;;x
BYE_fascist;Partido Nacional Socialista;Parti national-socialiste;Fasischten;;;;;;;;;;;x
PLC;Polónia-Lituânia;Pologne-Lituanie;Polen-Litauen;;Polonia-Lituania;;;;;;;;x;
PLC_ADJ;Polonês-lituano;Polono-lituanienne;Polnich-Litauische;;Polaco-Lituana;;;;;;;;;x
PLC_conservative;Partido Nacional Democrata;Parti national-démocratique;Str. Narodowo-Demokratyczne;;Str. Narodowo-Demokratyczne;;;;;;;;;x
PLC_liberal;Partido Patriótico;Parti patriotique;Stronnictwo Patriotyczne;;Stronnictwo Patriotyczne;;;;;;;;;x
PLC_reactionary;Confederação Targowicka;Confédération de Targowica;Konfederacja Targowicka;;Konfederacja Targowicka;;;;;;;;;x
PLC_anarcho_liberal;Partido Radical;Parti radical;Stronnictwo Radykalny;;Stronnictwo Radykalny;;;;;;;;;x
PLC_socialist;Partido Socialista;Parti socialiste;Partia Socjalistyczna;;Partia Socjalistyczna;;;;;;;;;x
PLC_communist;Partido da Democracia Social;Parti social-démocrate;Partia Socjaldemokracja;;Partia Socjaldemokracja;;;;;;;;;x
PLC_fascist;Partido Nacional;Parti national;Stronnictwo Narodowe;;Stronnictwo Narodowe;;;;;;;;;x
ARA;Arabia;Arabie;Arabien;;Arabia;;;;;;;;;x
ARA_ADJ;Árabe;arabe;Arabisch;;Arab;;;;;;;;;x
ARA_conservative;Conservadores;Conservateurs;Konservative;;;;;;;;;;;x
ARA_liberal;Liberais;Libéraux;Liberale;;;;;;;;;;;x
ARA_reactionary;Reacionários;Réactionnaires;Reaktionäre;;;;;;;;;;;x
ARA_anarcho_liberals;Anarco-Liberais;Anarcho-libéraux;Anarcho-Liberale;;;;;;;;;;;x
ARA_socialist;Socialistas;Socialistes;Sozialisten;;;;;;;;;;;x
ARA_communist;Comunistas;Communistes;Kommunisten;;;;;;;;;;;x
ARA_fascist;Partido Nacional Socialista;Parti national-socialiste;Faschisten;;;;;;;;;;;x
GCO;Gran Colombia;Grande Colombie;Großkolumbien;;;;;;;;;;;x
GCO_ADJ;Gran Colombian;grand-colombien;Großkolumbisch;;;;;;;;;;;x
form_gran_colombia_title;Forme a Gran Colombia;Formez la Grande Colombie;Gründe Großkolumbien;;Forme Gran Colombia;;;;;;;;;x
form_gran_colombia_desc;A Gran Colombia era uma federação política estabelecida na América do Sul, na sequência da libertação bem sucedida de Simon Bolivar dos territórios da Colômbia, Venezuela e Equador do domínio espanhol. A federação se desmembrou em 1831. Estamos em posição de reintegrar novamente os povos andinos do norte se proclamarmos uma nova Gran Colombia.;La Grande Colombie était une fédération politique établie en Amérique du Sud dans le sillage de la libération des territoires de la Colombie, du Venezuela et de l'Equateur de la domination espagnole, réussie par Simon Bolivar. La fédération s'est disloqué en 1831. Nous sommes en mesure de réunir à nouveau les peuples du nord des Andes, si nous proclamons une nouvelle Grande Colombie.;Großkolumbien war eine politische Föderation in Südamerika, die im Zuge der Spanischen Befreiung Südamerikars durch Simon Bolivar die Gebiete von Kolumbien, Venezuela, Ecuador und Gebiete von Peru und Guyana umfasste. Die Föderation zerbrach im Jahre 1831. Wir sind nun in der Lage, die Nord-Andischen Völker unter dem Banner Großkolumbiens wiederzuvereinen.;;;;;;;;;;;x
GCO_conservative;Partido Centralista;Parti centraliste;Partido Zentralist;;Partido Centralista;;;;;;;;;x
GCO_conservative_2;Novo Partido Centralista;Nouveau parti centraliste;Nuevo Partido Zentralist;;Nuevo Partido Centralista;;;;;;;;;x
GCO_liberal;Partido Federalista;Parti fédéraliste;Partido Föderalistische;;Partido Federalista;;;;;;;;;x
GCO_liberal_2;Novo Partido Federalista;Nouveau parti fédéraliste;Nuevo Partido Föderalistische;;Nuevo Partido Federalista;;;;;;;;;x
GCO_liberal_3;Partido Autonomista;Parti autonomiste;Partido Autonomist;;Partido Autonomista;;;;;;;;;x
GCO_anarcho_liberal;Partido Radical;Parti radical;Partido Radical;;Partido Radical;;;;;;;;;x
GCO_reactionary;Partido Tradicionalista;Parti traditionaliste;Partido Traditionalist;;Partido Traditionalista;;;;;;;;;x
GCO_socialist;Partido Socialista Revolucionario;Parti révolutionnaire socialiste;Partido Sozialistische Revolutionäre;;Partido Revolucionario Socialista;;;;;;;;;x
GCO_communist;Partido Comunista;Parti communiste;Partido Communist;;Partido Comunista;;;;;;;;;x
GCO_fascist;Partido Fascista;Parti fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x
arab;Árabe;arabe;Arabien;;;;;;;;;;;x
form_arabia_title;Forme a Arábia;Formez l'Arabie;Gründe Arabien;;;;;;;;;;;x
form_arabia_desc;Irmãos, a liberdade está aqui, vencemos a batalha pelo nosso destino. Agora o povo árabe está a caminho da ressurreição!;Frères, la liberté est là, nous avons gagné la bataille pour notre destin. Désormais, les peuples arabes sont sur la voie de la résurrection !;Brüder, die Freiheit ist gekommen. Wir habem im Kampf um unser Schicksal den Sieg davon getragen. Nun sind die Menschen Arabiens auf dem Weg der Wiederauferstehung!;;;;;;;;;;;x
IS_EMPTY;não tem dono; n'a pas de propriétaire;ist unbeansprucht;;;;;;;;;;;x
IS_NOT_EMPTY;tem um dono; a un propriétaire;ist beansprucht;;;;;;;;;;;x
EVTNAME111011928;Forme a Arábia;Formez l'Arabie;Gründe Arabien;;;;;;;;;;;x
EVTDESC111011928;Através da guerra e da diplomacia, uma União Árabe foi criada. Nos juntaremos?;Grâce aux armes et à la diplomatie, une union arabe a été constituée. Devons-nous la rejoindre ?;Durch Krieg und Diplomatie wurde eine arabische Union gegründet. Sollen wir ihr beitreten?;;;;;;;;;;;x
EVTOPTA111011928;Claro!;Bien sûr !;Natürlich!;;;;;;;;;;;x
EVTOPTB111011928;Nunca!;Jamais !;Niemals!;;;;;;;;;;;x
