GIVE_UNIT_COMMAND_BUTTON;Comando de Unidades  ;;Kontrolliere Einheiten;;;;;;;;x;;;
BP_TOOL_ARROW_THICK_DASHED;Thick Dashed Arrow;;Dicker gestrichelter Pfeil;;;;;;;;x;;;
BP_TOOL_ARROW_SLIM_DASHED;Slim Dashed Arrow;;Dünner gestrichelter Pfeil;;;;;;;;x;;;
BP_OPEN_TOOLTIP;Abre/Fecha o editor de plano de batalha.;;Öffnen/Schließen des Schlachtplaners.;;;;;;;;;;x;
BP_TOGGLE_TOOLTIP;Mostrar/Ocultar os planos de batalha atuais.;;Anzeigen/Verbergen des aktuellen Schlachtplanes.;;;;;;;;;;x;
EVTOPTC23212;Um cometa colonizado faria um bom satélite!;;Ein kolonisierter Komet würde einen vorzüglichen Satellietenstaat abgeben!;;;;;;;;x;;;
liberate_liberia_title;Libertar a Libéria;;Befreie Liberia;;;;;;;;;;x;
liberate_liberia_desc;"Um ""estado livre, soberano e independente com o nome e o estilo da República da Libéria"" foi declarado pelo governador Joseph Jenkins Roberts. Em particular, o Reino Unido, que opera na vizinha Serra Leoa, considera a Commonwealth e a organização American Colonization Society (ACS) como ""indivíduos privados"" que não têm o direito de exercer soberania. Portanto, considerou-se necessário continuar a formalização da independência. Embora aprovado pelo governo dos EUA, o reconhecimento diplomático do Congresso da Nova República não veio antes da Guerra Civil.";;"Ein ""freier, souveräner und unabhängiger Staat mit dem Namen und den Stil der Republik Liberia."" wurde von Gouverneur Joseph Jenkins Roberts erklärt. Insbesondere Großbritannien, welches aus dem benachbarten Sierra Leone heraus operiert, betrachtet das Commonwealth und die Vaterorganisation American Colonization Society (ACS), als ""Privatpersonen"" nicht berechtigt, Souveränität ausüben. Daher hielt man es für notwendig die Formalisierung zur Unabhängigkeit weiterzuführen. Obwohl durch die US-Regierung gebilligt, kam die diplomatische Anerkennung vom Kongress der neuen Republik nicht vor dem Bürgerkrieg.";;;;;;;;;;x;
liberian_constitution_title;Constituição para Libéria;;Konstitution für Liberia;;;;;;;;;;x;
liberian_constitution_desc;O que não era nada além de uma colônia há alguns anos ganhou tamanho e força suficientes para se tornar um estado livre, soberano e independente. Um rascunho para a nova constituição está pronto para o referendo. Garante direitos civis básicos e estabelece a separação de poderes semelhante à Constituição dos EUA, enquanto o Estado recém-proclamado se separa dos Estados Unidos.;;Was vor einigen Jahren nichts anderes als eine Kolonie war, hat genug an Größe und Stärke gewonnen um nach einen freien, souveränen und unabhänigen Staat anzusterben. Einen Entwurf für die neue Verfassung ist bereit für das Referendum. Es garantiert grundlegende Bürgerrechte und etabliert die Gewaltenteilung ähnlich der Verfassung der USA, während der neu ausgerufene Staat sich von den Vereinigen Staaten abtrennt.;;;;;;;;;;x;
liberian_research_boost;Aumento de Pesquisa na Libéria;;Liberischer Forschungs Boost;;;;;;;;;;x;
desc_liberian_research_boost;Estamos aproveitando os benefícios da independência, à medida que nossa nova nação progride cada vez mais rápido no caminho para a modernidade.;;Wir genießen die Vorzüge unserer Unabhänigkeit, während unsere neue Nation schnller in Richtung Moderne unterwegs ist.;;;;;;;;;;;x
form_scandinavia_NEWS_LONG;"As terras do norte se uniram para formar a nação da Escandinávia. Uma multidão reservada de homens e mulheres, predominantemente loiros, lotaram a praça principal em Estocolmo na quarta-feira às 17h, prontamente e educadamente, para expressare sua aprovação com a nova circunstância política. Apertos de mãos, aplausos respeitosos e acenos de aprovação eram a ordem do dia à medida que a noite avançava, com a cidade esvaziando às 9 da noite em ponto, conforme solicitado pelas autoridades. A polícia informou que um homem foi libertado sem acusação depois de gritar ""Viva para Escandinávia"" fora de sua casa.";;"Die Länder des Nordens sind zusammengekommen um die Nation Skandinavien zu bilden. Eine zurückhaltende Menge überwiegend blonder Männer und Frauen füllen den Hauptplatz in Stockholm pünktlich am Mittwoch um Punkt 17:00 und stimmten den politischen Veränderungen zu. Händeschütteln, respektvolles Klatschen und nickende Genehmigung waren die Order an dem Tag als zum Abend die Stadt sich leerte, wie von den Behörden gefordert. Die Polizei berichtet das ein Mann ohne Anklage freigelassen wurde nachdem dieser ""Hurray für Scandinavien"" ausserhalb seines Hauses gerufen hat.";;;;;;;;x;;;
form_scandinavia_NEWS_MEDIUM;As terras do norte se uniram para formar a nação da Escandinávia. Uma multidão reservada de homens e mulheres, predominantemente loiros, lotaram a praça principal em Estocolmo na quarta-feira às 17h, prontamente e educadamente, para expressare sua aprovação com a nova circunstância política.;;Die Länder des Nordens sind zusammengekommen um die Nation Skandinavien zu bilden. Eine zurückhaltende Menge überwiegend blonder Männer und Frauen füllen den Hauptplatz in Stockholm pünktlich am Mittwoch um Punkt 17:00 und stimmten den politischen Veränderungen zu.;;;;;;;;x;;;
form_scandinavia_NEWS_SHORT;Os países do norte se uniram para formar a nação da Escandinávia. Uma multidão de cidadãos acenando polidamente com aprovação para as novas condições políticas.;;Die Länder des Nordens sind zusammengekommen um die Nation Skandinavien zu bilden. Eine Menge von Bürgern äußerste höflich nickend ihre Zustimmung zu den neuen politischen Zuständen.;;;;;;;;x;;;
form_germany_NEWS_LONG;As terras e os povos da Alemanha foram novamente unidos. Em uma cerimônia em Berlim, na segunda-feira, a unificação da nação foi proclamada. O nacionalismo alemão estava em ascensão desde os tempos napoleônicos, e muitos estadistas viam esse evento como inevitável. No entanto, tem havido temores entre os diplomatas de que o novo leviatã poderia perturbar o equilíbrio de poder continental e seu poder demográfico e industrial poderia causar uma guerra sem precedentes na Europa se a nova Alemanha desafiasse o atual sistema de segurança.;;Die Länder und Völker von Deutschland haben sich wieder einmal vereinigt. Bei einer Zeremonie in Berlin am Montag wurde die Vereinigung der Nation unter wildem Hupen und schreienden Hurrahz verkündet. Deutscher Nationalismus war seit den napoleonischen Zeiten auf dem Vormarsch, und viele Staatsmänner sahen dieses Ereigniss als unvermeidlich an. Jedoch haben Diplomaten Zweifel an dem neuen Leviathan geäussert, da dieser das kontinentale Gleichgewicht der Mächte verstören könnte und die demographische und industrielle Macht einen Krieg in beispiellosen Ausmaß in Europa verursachen, sollte das neue Deutschland die gegenwärtigen Sicherheits-Systeme herausfordern.;;;;;;;;x;;;
form_germany_NEWS_MEDIUM;Os povos da Alemanha estão unidos. Em uma cerimônia em Berlim, na segunda-feira, a unificação da nação foi proclamada a piadas selvagens e retumbantes huzá. Temores foram expressos de que o novo leviatã poderia perturbar o equilíbrio de poder e causar a guerra em uma escala sem precedentes.;;Die Völker von Deutschland sind vereint. Bei einer Zeremonie in Berlin am Montag, wurde die Vereinigung unter wildem hupen und schreienden Hurrahz verkündet. Es wurden Befürchtungen geäißert, dass der neue Leviathan das Gleichgwicht der Kräfte stören könnte und einen Krieg beispiellosen Ausmaßes bringen würde.;;;;;;;;x;;;
form_germany_NEWS_SHORT;Os povos da Alemanha estão unidos. Em uma cerimônia em Berlim, na segunda-feira, a unificação da nação foi proclamada. Temores foram expressos de que o novo leviatã poderia perturbar o equilíbrio de poder e causar uma guerra sem precedentes.;;Die Völker von Deutschland sind vereint. Bei einer Zeremonie in Berlin am Montag, wurde die Vereinigung unter wildem hupen und schreienden Hurrahz verkündet.;;;;;;;;x;;;
form_italy_NEWS_LONG;A Itália foi unida. O novo país foi proclamado depois que o povo se levantou em meio ao clamor e, com uma só voz, exigiu ser um. Em meio a cenas selvagens de êxtase, políticos e dignitários concordaram com a vontade do povo e o novo país foi unificado. A preocupação é que eles possam reclamar terras que consideram legitimamente de domínioitaliano, embora gentis-homens eruditos digam que a nova nação ainda não tem o poder de ameaçar seus vizinhos. “Nós vamos reclamar o que é nosso! Viva a Itália! ”, proclamou um homem através de um jornal enrolado.;;"Italien wurde vereinigt. Der neue Staat wurde proklamiert nachdem das Volk sich schreiend erhob und mit einer Stimme verlangte eins zu sein. Unter wilden Szenen der Ekstase stimmten Politiker und Würdenträger dem Willen des Volkes zu und vereinigten den neuen Staat. Ängste wurden geäußert das es versuchen kann mit Gewalt Ländereien zu erobern welche als rechtmäßig italienisch angenommen werden, jedoch sagen gelernte Gentlemänner das diese neue Nation noch nicht die Macht hat seine Nachbarn zu bedrohen. ""Wir werden zurückfordern was uns gehört! Es lebe Italien!"", verkündete ein Mann durch eine zusammengerollte Zeitung.";;;;;;;;x;;;
form_italy_NEWS_MEDIUM;A Itália foi unida. O novo país foi proclamado depois que o povo se levantou em meio ao clamor e, com uma só voz, exigiu ser um. Em meio a cenas selvagens de êxtase, políticos e dignitários concordaram com a vontade do povo e o novo país foi unificado. A preocupação é que eles possam reclamar terras que consideram legitimamente de domínioitaliano, embora gentis-homens eruditos digam que a nova nação ainda não tem o poder de ameaçar seus vizinhos. “Nós vamos reclamar o que é nosso! Viva a Itália! ”, proclamou um homem através de um jornal enrolado.;;"Italien wurde vereinigt. Der neue Staat wurde proklamiert nachdem das Volk sich schreiend erhob und mit einer Stimme verlangte eins zu sein. Unter wilden Szenen der Ekstase stimmten Politiker und Würdenträger dem Willen des Volkes zu und vereinigten den neuen Staat. Ängste wurden geäußert das es versuchen kann mit Gewalt Ländereien zu erobern welche als rechtmäßig italienisch angenommen werden, jedoch sagen gelernte Gentlemänner das diese neue Nation noch nicht die Macht hat seine Nachbarn zu bedrohen. ""Wir werden zurückfordern was uns gehört! Es lebe Italien!"", verkündete ein Mann durch eine zusammengerollte Zeitung.";;;;;;;;x;;;
form_italy_NEWS_SHORT;A Itália finalmente foi unida. “O povo italiano vai reclamar o que é nosso por direito! Viva a Itália! ”, proclamou um homem através de um jornal enrolado.;;"Italien wurde endlich vereinigt. ""Das italienische Volk wird zurückfordern was ihm rechtmäßig zusteht!"" wurde von einem Mann durch eine zusammengerollte Zeitung verkündet.";;;;;;;;x;;;
the_meiji_restoration_NEWS_LONG;A infiltração de influências ocidentais no Japão tem atormentado o sistema feudal que dominou as ilhas por centenas de anos, assim como o ressurgimento da influência do imperador em Tóquio. Uma nova era de reformas sociais, políticas e econômicas foi anunciada na quarta-feira, quando o Shogun abandonou seu poder e proclamou a era Meiji (Território Iluminado). Um futuro brilhante aguarda a Terra do Sol Nascente, embora alguns temores de que o novo Japão possa desafiar os interesses europeus na Ásia.;;Das Eindringen von westlichen Einflüssen in Japan hat das feudale Systems, welches die Inseln seit hunderten von Jahren beherrschte, sowie die Wiederherrstellung des Kaisers Einfluss in Tokyo gestürtzt. Eine neue Ära der sozialen, politischen und wirtschaftlichen Reformen wurde am Mittwoch verkündet, als der Shogun seine Macht aufgab und die Meiji (Erleuchtete Herrschaft) Ära verkündete. Eine glänzende Zukunft steht dem Land der steigenden Sonne bevor, obwohl einige Befürchtungen geäußerten das dass neue Japan eventuell europäische Interessen in Asien streitig machen könnte.;;;;;;;;x;;;
the_meiji_restoration_NEWS_MEDIUM;A infiltração das influências ocidentais no Japão culminou com a derrubada do sistema feudal e a restauração do Imperador, iniciando a era Meiji (Território iluminado). Alguns expressaram temores de que o novo Japão possa eventualmente desafiar os interesses europeus na Ásia.;;Das Eindringen von westlichen Einflüssen in Japan hat den Sturz des feudalen Systems und der Wiederherrstellung des Kaisers geführt, als die Meiji (Erleuchtete Herrschaft) Ära ausgerufen wurde. Einige haben die Befürchtung geäußert, dass das neue Japan eventuell die europäischen Interessen in Asien anfechten könnte.;;;;;;;;x;;;
the_meiji_restoration_NEWS_SHORT;A infiltração das influências ocidentais no Japão culminou com a derrubada do sistema feudal e a restauração do Imperador, iniciando a era Meiji (Território iluminado).;;Eindringen westlicher Einflüsse in Japan gipfelten in dem Sturz des feudalen Systems und der Wiederherstellung des Kaisers in Tokyo, als die Meiji Ära verkündet wurde.;;;;;;;;x;;;
kiel_canal_NEWS_LONG;Uma combinação de interesses comerciais e navais levou $TAG0_0$ à ideia de construir uma via navegável artificial que permitisse às embarcações viajar entre os mares Báltico e o Mar do Norte sem ter que circunavegar os mares tempestuosos em torno da Jutlândia.Espera-se que o canal de 61 milhas de comprimento se torne rapidamente um dos canais artificiais mais movimentados do mundo. O projeto oferece um novo impulso ao comércio para todos os países marítimos e prova que a grandeza da nação pode ser alcançada através da manufatura, do comércio e da engenharia, e não através da guerra e da conquista.;;Eine Kombination aus Handels-und Kriegshafen führte dazu das $TAG0_0$ auf die Idee kam einen künstlichen Wasserweg zu errichten, mit dem Schiffe zwischen der Nord-und Ostsee reisen können ohne durch die stürmische See um Jutland herum zu müssen. Von dem 61 Meilen langen Kanal wird erwartet das er in kürzester Zeit zur verkehrreichsten künstlichen Wasserstrasse der Welt werden wird. Das Projekt bietet neue Impulse für den Handel aller maritimen Länder und beweißt, dass die Größe einer Nation durch Produktion, Handel und Technik erreicht werden kann, anstatt durch Krieg und Eroberung.;;;;;;;;x;;;
kiel_canal_NEWS_MEDIUM;Espera-se que o canal de 61 milhas de comprimento se torne rapidamente um dos canais artificiais mais movimentados do mundo. O projeto oferece novo ímpeto ao comércio e prova que a grandeza da nação pode ser alcançada através da manufatura, comércio e engenharia, e não através de guerra e conquista.;;Von dem 61 Meilen langen Kanal wird erwartet schnell zu einem der verkehrreisten künstlichem Wasserweg der Welt zu werden. Das Projekt bietet neue Impulse für Handel und beweißt das die Größe einer Nation durch Produktion, Handel und Technik erreicht werden kann, anstatt durch Krieg und Eroberung.;;;;;;;;x;;;
kiel_canal_NEWS_SHORT;Espera-se que o Canal de Kiel, com 61 milhas de extensão, se torne rapidamente um dos canais artificiais mais movimentados do mundo. O projeto oferece um novo impulso ao comércio para todos os países marítimos.;;Von dem 61 Meilen langen Kiel Kanal wird erwartet schnell zu der verkehrreichsten künstlichen Wasserstrasse der Welt zu werden. Das Projekt gibt neue Impulse für den Handel aller maritimen Länder.;;;;;;;;x;;;
suez_canal_NEWS_LONG;"Um dia triunfante para $TAG0_0$ que com o primeiro navio na história passa com sucesso através do canal recém-aberto através do istmo de Suez. Uma verdadeira maravilha da engenharia moderna, o Canal de Suez, com 102 milhas de comprimento e 6 metros de profundidade, deve se tornar uma das rotas marítimas mais ativas do mundo, reduzindo os custos de frete e impulsionando o comércio mundial. ""As taxas de frete nunca retornarão os custos de manutenção, a rota em torno da África continuará dominante"", afirmam os céticos em uma tentativa de diminuir a importância desse desenvolvimento.";;"Ein triumphaler Tag für $TAG0_0$ als das erste Schiff in der Geschichte erfolgreich den neu eröffneten Kanal über den Isthmus von Suez passierte. Ein wahres wunderwerk der modernsten Technik, von dem 102 Meilen lange und 26 Meter tiefe Suezkanal wird erwartet der weltweit aktivste Schifffahrtsweg zu werden, und somit die Frachtkosten zu senken. ""Die Versandkosten werden nie die Kosten der Wartung einbringen, die Route um Afrika wird dominant bleiben."" behaupten Skeptiker in einem Versuch die Bedeutung dieser Entwicklung zu verringern.";;;;;;;;x;;;
suez_canal_NEWS_MEDIUM;Um dia triunfante para $TAG0_0$ que com o primeiro navio passa com sucesso através do canal recém-aberto através do istmo de Suez. Uma verdadeira maravilha da engenharia moderna, o Canal de Suez, com 102 milhas de extensão, deve se tornar uma das rotas mais ativas do mundo.;;Ein triumphaler Tag für $TAG0_0$ als das erste Schiff erfolgreich durch den neu eröffneten Kanal über den Isthmus von Suez fährt. Ein wahres Wunderwerk der modernen Technik, wird der 102 Meilen lange Suezkanal vorraussichtlich bald einer der weltweit aktivsten Schifffahrtswege.;;;;;;;;x;;;
suez_canal_NEWS_SHORT;Um dia triunfante para $TAG0_0$ como o primeiro navio da história a atravessar com sucesso o recém-inaugurado canal de 102 milhas de comprimento e 26 m de profundidade através do istmo de Suez.;;Ein triumphaler Tag für $TAG0_0$ als das erste Schiff in der Geschichte erfolgreich durch den neueröffneten 102 Meilen langen und 26 Meter tiefen Kanal über den Isthmus von Suez fährt.;;;;;;;;x;;;
panama_canal_NEWS_LONG;A abertura de um canal através do istmo do Panamá oferece um dia de orgulho para $TAG0_0$. O canal tem 48 quilômetros de comprimento e é, na verdade, uma via navegável trancada a 85 pés acima do nível do mar, com algumas das travas mais complexas nas duas extremidades. Foi construído em uma das áreas mais insalubres de todo o mundo, por isso é tanto um monumento à engenharia moderna quanto à medicina moderna. Espera-se que o canal se torne rapidamente um canal importante para o comércio marítimo internacional. Os especialistas também afirmam que ele oferece grande vantagem estratégica ao seu controlador em tempos de guerra.;;Die Öffnung eines Kanals durch die Landenge von Panama ist ein stolzer Tag für $TAG0_0$. Der Kanal ist 48 Meilen lang und ist in der Tat ein abgesperrter Wasserweg, 85 Meter über dem Wasserspiegel, mit einigen der kompliziertesten Schlössern an beiden Enden. Es wurde in einer der ungesundesten Gebieten der gesamten Erde errichtet, sodass es ein Denkmal für die moderne Technik sowie der modernen Medizin zu betrachten ist. Von dem Kanal wird erwartet schnell eine wichtige Leitung im internationalen Seehandel zu werden. Auch Experten behaupten das dieser Kanal eine strategische Rolle in Kriegszeiten spielen wird.;;;;;;;;x;;;
panama_canal_NEWS_MEDIUM;A abertura de um canal através do istmo do Panamá oferece um dia de orgulho para $TAG0_0$. O canal tem 48 milhas de comprimento e é, de fato, uma via navegável trancada a 85 pés acima do nível do mar. Construído em um dos lugares mais insalubres, é um monumento à engenharia moderna, assim como à medicina.;;Die Öffnung eines Kanals durch den Isthmus von Panama ist ein stolzer Tag für $TAG0_0$. Der Kanal ist 48 Meilen lang und ist in Fakt ein abgesperrter Wasserweg, 85 Meter über dem Meeresspiegel. Gebaut in einer der ungesündesten Gebiete ist der Kanal ein Denkmal and die moderne Technik und Medizin.;;;;;;;;x;;;
panama_canal_NEWS_SHORT;A abertura de um canal através do istmo do Panamá oferece um dia de orgulho para $TAG0_0$. O canal tem 48 quilômetros de comprimento e é, na verdade, uma via navegável trancada a 85 pés acima do nível do mar, com algumas das travas mais complexas nas duas extremidades.;;Die Öffnung eines Kanals durch die Landenge von Panama ist ein stolzer Tag für $TAG0_0$. Der Kanal ist 48 Meilen lang und ist ein abgesperrter Wasserweg, welcher 85 Meter über dem Meeresspiegel liegt, und mit einigen der komplizierten Schlössern ausgestattet ist.;;;;;;;;x;;;
empress_of_india_NEWS_LONG;"Depois do ""Imperial Durbar"" em Delhi, ao pé do pilar em Trafalgar Square, foi anunciada a proclamação real de que a rainha Vitória receberia o título de ""Imperatriz da Índia"". A Índia não tem um governante coroado desde que a Companhia Britânica das Índias Orientais depôs o último imperador mogol. Após a dissolução da Companhia, expressaram-se opiniões de que a supremacia da rainha sobre os muitos príncipes indianos deveria ser confirmada pela adoção do título imperial. O primeiro ministro Benjamin Disraeli é creditado com esta ideia.";;"Nach der ""kaiserlichen Durbar"" in Delhi wurde am Fuße der Säule auf dem Trafalgar Square die königliche Proklamation verkündet, dass Königin Victoria den Titel ""Kaisierin von Indien"" erhaltet. Indien besitzte keinen gekrönten Herrscher, seit die British East India Company den letzten Mughal Kaiser absetzte. Nach der Auflösung der Gesellschaft wurden Meinungen geäußert, dass die Überlegenheit der Königin über die vielen indischen Fürsten durch die Annahme des kaiserlichen Titel bestätigt werden sollte. Premierminister Benjamin Disraeli ist diese Idee zuzuschreiben.";;;;;;;;x;;;
empress_of_india_NEWS_MEDIUM;"Depois do ""Imperial Durbar"" em Delhi, ao pé do pilar em Trafalgar Square, foi anunciada a proclamação real de que a rainha Vitória receberia o título de ""Imperatriz da Índia"". O título imperial confirma a superioridade da rainha sobre os muitos príncipes da Índia.";;"Nach der ""kaiserlichen Durbar"" in Delhi wurde am Fuße der Säule auf dem Trafalgar Square die königliche Proklamation verkündet, dass Königin Victoria den Titel ""Kaisierin von Indien"" erhaltet. Der imperiale Tital bestätigt der Königin Überlegenheit gegenüber den indischen Fürsten.";;;;;;;;x;;;
empress_of_india_NEWS_SHORT;"Depois do ""Imperial Durbar"" em Delhi, ao pé do pilar em Trafalgar Square, foi anunciada a proclamação real de que a rainha Vitória receberia o título de ""Imperatriz da Índia"".";;"Nach der ""kaiserlichen Durbar"" in Delhi wurde am Fuße der Säule auf dem Trafalgar Square die königliche Proklamation verkündet, dass Königin Victoria den Titel ""Kaisierin von Indien"" erhaltet.";;;;;;;;x;;;
COUNTRYALERT_ColonialGood_invest;§GPodemos investir na nossa colônia em §!§Y$REGION$§!;;§GWir können in eine unserer Kolonien in §!§YREGION$§! investieren!;;;;;;;;;;x;
aar_fake1_title;Vigilate mascarado ataca!;;Maskierter Ordnungshüter schlägt zu!;;;;;;;;x;;;
aar_fake1;"Recentemente, em nossa capital, há um combatente do crime com uma fantasia de gato chamando a si mesmo de ""O Homem Gato"".";;Seit neustem existiert in unserer Hauptstadt ein einsamer Verbrechensbekämpfer in einem Katzenkostüm der sich selbst 'Der Katzenman' nennt, und woimmer er ist Haie zurücktreibt.;;;;;;;;x;;;
aar_fake2_title;Gauss morreu;;Gauss gestorben;;;;;;;;x;;;
aar_fake2;"Ontem, Carl Friedrich Gauss, o famoso matemático alemão, morreu. Os matemáticos vão se lembrar dele por séculos. Ele nomeou a matemática como ""a rainha das ciências"".";;Gestern ist der bedeutende deutsche Mathematiker Carl Friedrich Gauss gestorben. Mathematiker in aller Welt werden sich für Jahrhunderte an ihn zurückerinnern. Er nannte die Mathematik 'Königin der Wissenschaften';;;;;;;;x;;;
aar_fake3_title;Governo responsável!;;Verantwortungsvolle Regierung!;;;;;;;;x;;;
aar_fake3;Em 1848, o primeiro governo britânico responsável pela América do Norte foi estabelecido na colônia da Nova Escócia, liderado por James Uniacke e Joseph Howe.;;Im Jahre 1848 wurde die erste verantwortungsvolle britische Regierung Nord Amerikas in der Kolonie von Nova Scotia gegründet, welche von James Uniacke und Joseph Howe geführt wird.;;;;;;;;x;;;
