EVTDESC13270_NEWS_LONG;As disputas comerciais entre o(a) $FROMCOUNTRY$ e as Grandes Potências estavam em andamento desde a segunda metade do século XVIII.As tensões finalmente aumentaram para o ponto de ebulição em $MONTH$ de $YEAR$, quando os funcionários $FROMCOUNTRY_ADJ$ rejeitaram repetidamente os pedidos $COUNTRY_ADJ$ para ter acesso ilimitado ao comércio, incluindo o levantamento da proibição da venda de ópio. O governo $COUNTRY_ADJ$ já profundamente investido em uma política de confronto, encontrou-se sem opções a não ser declarar guerra, portanto, a $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Guerra do Ópio começou.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den Großmächten bestehen nun schon seit dem späten 18. Jahrhundert. Die Spannungen erreichten im $MONTH$ des Jahres $YEAR$ den Siedepunkt, als $FROMCOUNTRY_ADJ$ Offizielle zum wiederholten Male $COUNTRY_ADJ$ Anfragen für unbegrenzten Handel ablehnten, einschließlich der Aufhebung eines Banns des Opiumhandels. Die $COUNTRY_ADJ$ Regierung sah nach Zeiten der Konfrontation keine andere Möglichkeit als die Kriegserklärung - und der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13270_NEWS_MEDIUM;As disputas comerciais entre o(a) $FROMCOUNTRY$ e as grandes potências continuaram por um tempo. O governo $COUNTRY_ADJ$, já investido numa política de confronto, encontrou-se sem opções a não ser declarar guerra, e assim começou a Guerra do Ópio $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den Großmächten finden kein Ende. Die $COUNTRY_ADJ$ Regierung sah nach Zeiten der Konfrontation keine andere Möglichkeit als die Kriegserklärung - und der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13270_NEWS_SHORT;As disputas comerciais entre o(a) $FROMCOUNTRY$ e as grandes potências finalmente escalaram para o ponto de ebulição em $MONTH$ de $YEAR$. A Guerra do Ópio $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ começou.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den Großmächten erreichten im $MONTH$ des Jahres $YEAR$ den Siedepunkt. Der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13355_NEWS_LONG;O Antigo Palácio de Verão, conhecido em chinês como Jardins do Brilho Perfeito, é um complexo de jardins a noroeste da Cidade Imperial em Pequim, China. Este enorme complexo de jardins e palácios foi construído durante o século XVIII e início do século XIX, e durante muito tempo funcionou como local de residência e escritório para os imperadores Qing. Hoje, recebemos a notícia de que soldados $FROMCOUNTRY_ADJ$ que ocupam Pequim incendiaram o palácio. Toda uma nação chora com as notícias deste ato bárbaro contra a cultura em toda a China e no mundo.;;Der Alte Sommerpalast, auch bekannt als Garten der Vollkommenheit und des Lichts, sind Gärten nordwestlich der Reichsstadt in Peking, China. Diese Garten- und Palastanlage wurde im 18. und 19. Jahrhundert erbaut und war lange Zeit die Residenz und der Amtssitz der Herrscher der Qing-Dynastie. Heute erfuhren wir, dass $FROMCOUNTRY_ADJ$ Soldaten den Palast niedergebrannt haben. Eine ganze Nation trauert über diesen barbarischen Akt der Vernichtung der Kultur Chinas und der Welt.;;;;;;;;;;;x;
EVTDESC13355_NEWS_MEDIUM;Recebemos a notícia de que soldados $FROMCOUNTRY_ADJ$ que ocupam Pequim queimaram o antigo Palácio de Verão, conhecido em chinês como os Jardins do Brilho Perfeito. Toda uma nação chora com as notícias deste ato bárbaro em toda a China e no mundo.;;Heute erfuhren wir, dass der Alte Sommerpalast, bekannt als Garten der Vollkommenheit und des Lichts, von $FROMCOUNTRY_ADJ$ Soldaten niedergebrannt wurde. Eine ganze Nation trauert über diesen barbarischen Akt der Vernichtung der Kultur Chinas und der Welt.;;;;;;;;;;;x;
EVTDESC13355_NEWS_SHORT;Recebemos hoje a notícia de que soldados $FROMCOUNTRY_ADJ$ que ocupam Pequim queimaram até o chão o Antigo Palácio de Verão, conhecido em chinês como os Jardins do Brilho Perfeito.;;Heute erfuhren wir, dass der Alte Sommerpalast, bekannt als Garten der Vollkommenheit und des Lichts, von $FROMCOUNTRY_ADJ$ Soldaten, den Besetzern Pekings, niedergebrannt wurde.;;;;;;;;;;;x;
EVTDESC13356_NEWS_LONG;"A Sociedade Justa dos Punhos Harmoniosos, conhecida coloquialmente como ""Boxers"" - um movimento chinês dedicado a restaurar a independência da China em face da expansão européia na Ásia - realizou diversos massacres de missionários europeus e comerciantes na China. Junto com os europeus que tiveram a infelicidade de entrar em seu caminho, vários convertidos cristãos chineses também foram brutalmente abatidos. O governo chinês parece despreocupado com essas atrocidades, e alguns rumores afirmam que o governo Imperial Qing está oferecendo conselhos táticos aos membros do movimento.";;Der Verband für Gerechtigkeit und Harmonie, auch bekannt als 'Boxer', sind eine Bewegung, die im Schatten der europäischen Expansion in Asien für die chinesische Unabhängigkeit kämpfen und deren Missionare und Händler in China massakrieren. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt. Die chinesische Regieriung scheint unbesorgt ob dieser brutale Angriffe, Gerüchten zufolge bietet die Qing-Dynastie den Mitgliedern der Bewegung sogar taktischen Rat.;;;;;;;;;;;x.;
EVTDESC13356_NEWS_MEDIUM;"A Sociedade Justa dos Punhos Harmoniosos, conhecida coloquialmente como ""Boxers"" - um movimento chinês dedicado a restaurar a independência da China em face da expansão européia na Ásia - realizou diversos massacres de missionários europeus e comerciantes na China. Junto com os europeus que tiveram a infelicidade de entrar em seu caminho, vários convertidos cristãos chineses também foram brutalmente abatidos.";;Der Verband für Gerechtigkeit und Harmonie, auch bekannt als 'Boxer', massakrierten europäische Missionare und Händler in China. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt.;;;;;;;;;;;x;
EVTDESC13356_NEWS_SHORT;"Os ""Boxers"" - um movimento chinês dedicado a restaurar a independência da China em face da expansão européia na Ásia - realizaram diversos massacres de missionários europeus e comerciantes na China. Junto com os europeus que tiveram a infelicidade de entrar em seu caminho, vários convertidos cristãos chineses também foram brutalmente abatidos.";;Boxer' massakrierten europäische Missionare und Händler in China. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt.;;;;;;;;;;;x;
EVTDESC13358_NEWS_LONG;"A Doutrina do Lapso' era uma política britânica relativa às nações indianas da Grã-Bretanha, os Estados Principescos, que afirmavam que qualquer nação poderia ser imediatamente anexada pela Companhia Britânica das Índias Orientais se o governante morresse sem um herdeiro direto ou se o governante fosse ""manifestamente incompetente"". A doutrina foi repudiada com o estabelecimento do Raj Britânico em 1858. Devido ao estado desastroso do governo do(a) $FROMCOUNTRY$, a Companhia das Índias Orientais declarou hoje que a independência do país é nula e sem efeito.";;Die 'Doctrine of Lapse' war eine britische Richtlinie im Bezug auf indische Fürstenstaaten, basierend auf der Regel, dass eine solche Nation sofort von Britisch-Ostindien annektiert werden kann, wenn der Herrscher ohne Thronfolge stirbt oder als deutlich behindert eingeordnet werden kann. Die Doktin wurde mit Einrichtung des britischen Raj 1858 eingestellt. Aufgrund des desaströsen Zustands der Regierung von $FROMCOUNTRY$, erklärte die Ostindische Kompanie deren Unabhängigkeit heute für null und nichtig.;;;;;;;;;;;x;
EVTDESC13358_NEWS_MEDIUM;A Doutrina do Lapso' era uma política britânica que permitia anexar as nações indianas da Grã-Bretanha. Devido ao estado desastroso do governo do(a) $FROMCOUNTRY$, a Companhia das Índias Orientais declarou hoje que a independência do país é nula e sem efeito.;;Die 'Doctrine of Lapse' war eine britische Richtlinie, die die unmittelbare Annektierung indischer Kolonien erlaubte. Aufgrund des desaströsen Zustands der Regierung von $FROMCOUNTRY$, erklärte die Ostindische Kompanie deren Unabhängigkeit heute für null und nichtig.;;;;;;;;;;;x;
EVTDESC13358_NEWS_SHORT;Devido ao estado desastroso do governo do(a) $FROMCOUNTRY$, a Companhia das Índias Orientais declarou hoje que a independência do país é nula e sem efeito.;;Aufgrund des desaströsen Zustands der Regierung von $FROMCOUNTRY$, erklärte die Ostindische Kompanie deren Unabhängigkeit heute für null und nichtig.;;;;;;;;;;;x;
westernize_nation_desc_NEWS_LONG;$COUNTRY$ está sob ataque intelectual pela modernidade do mundo ocidental. As velhas tradições não servem mais como costumavam. As influências ocidentais se espalharam como fogo. Para que os moradores locais permaneçam o que sempre foram, e não se tornem algo completamente diferente, agora é a hora de assumir o controle de seu próprio destino. Tornou-se aparente para os principais membros da elite intelectual, que a única maneira de virar a maré do Leviatã Ocidental é nadar com ele, pois, como diz Sun Tzu: O junco que se curva diante do vento, também oferece uma forma de resistência.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindrücke verbreiten sich rasend. Wenn die Einwohner ihre Kultur erhalten wollen, so müssen sie die Kontrolle über ihr Schicksal zurückerlangen. Führende Mitglieder der intellektuellen Elite erkennen, dass ihre beste Chance darin besteht, mit dem westlichen Leviathan mitzuschwimmen. Wie Sun Tzu schon sagte: Das Schilf biegt sich im Winde, aber es bricht nicht.;;;;;;;;;;;x;
westernize_nation_desc_NEWS_MEDIUM;$COUNTRY$ está sob ataque intelectual pela modernidade do mundo ocidental. As velhas tradições não servem mais como costumavam. As influências ocidentais se espalharam como fogo. A única maneira de virar a maré do Leviatã Ocidental é nadar com ela.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindrücke verbreiten sich rasend. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;
westernize_nation_desc_NEWS_SHORT;$COUNTRY$ está sob ataque intelectual pela modernidade do mundo ocidental. A única maneira de virar a maré do Leviatã Ocidental é nadar com ela.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;
EVTDESC19500_NEWS_LONG;Os restos latentes de um vagão Voortrekker foram descobertos por batedores perto do rio Bushman há alguns dias. Na devastação deixada depois do que obviamente deve ter sido um ataque, eles encontraram os restos mortais de vários homens, mulheres e crianças africânderes. Pontas de lança deixadas no local contam uma história clara. Parece que os Impis do Zulu, a sudeste, estão por trás do massacre. Uma intervenção militar contra a tribo pode ser necessária como resposta a essa nova ameaça contra os pioneiros do Voortrekker.;;Die rauchenden Überreste eines Voortrekker-Personenzuges wurden von Spähern vor einigen Tagen nahe des Bushman-Flusses entdeckt. Als Ergebnis dieses vermuteten Angriffs fanden sie die Leichen zahlreicher Männer, Frauen und Kinder der Afrikaans. Vorort gefundene Speerspitzen bestätigen den Verdacht, dass die Impis der Zulu aus dem Südosten hinter dem Massaker stecken. Eine Militäraktion gegen den Stamm scheint die einzig richtige Antwort auf diese neue Bedrohung der Voortrekker-Pioniere.;;;;;;;;;;;x;
EVTDESC19500_NEWS_MEDIUM;Os restos latentes de um vagão Voortrekker foram descobertos por batedores perto do rio Bushman há alguns dias. Na devastação deixada depois do que obviamente deve ter sido um ataque, eles encontraram os restos mortais de vários homens, mulheres e crianças africânderes. Pontas de lança deixadas no local contam uma história clara.;;Überreste eines Voortrekker-Personenzuges wurden von Spähern vor einigen Tagen nahe des Bushman-Flusses entdeckt. Sie fanden die Leichen zahlreicher Männer, Frauen und Kinder der Afrikaans. Gefundene Speerspitzen bestätigen den Verdacht, dass die Zulu hinter dem Massaker stecken.;;;;;;;;;;;x;
EVTDESC19500_NEWS_SHORT;Os restos latentes de um vagão Voortrekker foram descobertos por batedores perto do rio Bushman. Pontas de lança deixadas no local contam uma história clara. Os Zulus estão por trás do massacre.;;Überreste eines Voortrekker-Zuges wurden von Spähern vor einigen Tagen am Bushman-Fluss entdeckt. Gefundene Speerspitzen bestätigen den Verdacht, dass die Zulu hinter dem Massaker stecken.;;;;;;;;;;;x;
EVTDESC19501_NEWS_LONG;Os migrantes têm se movido em grande número através da colônia no Cabo, a caminho da recém-incorporada cidade de 'Johannesburg', à beira das montanhas de Witwatersrand, onde uma grande corrida do ouro está ocorrendo. Deltas de rios antigos locais mantêm quantidades inimagináveis de depósitos de ouro, arrastados dos cinturões de pedras verdes ao redor do norte para o oeste. O afluxo maciço de residentes estrangeiros para a área está causando problemas ao longo das fronteiras, e isso pode se tornar uma ameaça à independência desses estados marginais.;;Einwanderer ziehen in Massen, auf ihrem Weg in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge, durch die Kolonie am Kap, wo das Goldfieber ausgebrochen ist. Die Flussdeltas der Region sind reich an unglaublichen Goldvorräten, die aus dem Norden und Westen des Grünsteingürtels herangewaschen wurden. Der enorme Zuwachs an Fremden sorgt für Probleme in den Grenzgebieten, was für die Randstaaten zum Problem werden kann.;;;;;;;;;;;x;
EVTDESC19501_NEWS_MEDIUM;Os migrantes se deslocaram em grande número a caminho da recém-incorporada cidade de Johannesburg, nas montanhas de Witwatersrand, onde ocorre uma grande corrida do ouro. O afluxo maciço de residentes estrangeiros pode se tornar uma ameaça à independência dos estados marginais.;;Einwanderer ziehen in Massen in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge, wo das Goldfieber ausgebrochen ist. Der enorme Zuwachs an Fremden sorgt für Probleme in den Grenzgebieten, was für die Randstaaten zum Problem werden kann.;;;;;;;;;;;x;
EVTDESC19501_NEWS_SHORT;Os migrantes têm se movido em grande número através da colônia no Cabo, a caminho da cidade recém-incorporada de 'Johannesburg', onde uma grande corrida do ouro está ocorrendo.;;Einwanderer ziehen in Massen auf ihrem Weg in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge durch die Kolonie am Kap, wo das Goldfieber ausgebrochen ist. ;;;;;;;;;;;x;
EVTDESC22500_NEWS_LONG;"Hoje é um dia sombrio para o(a) $COUNTRY$, já que o distrito financeiro do(a) $CAPITAL$'s luta contra o impacto de uma bolha especulativa. Os preços dos imóveis subiram no último ano e meio, e enquanto alguns analistas alertam há algum tempo que os preços têm sido artificialmente altos, os matadores do mercado altista deixaram tais alertas sem atenção. Círculos do governo estão gritando por uma maior regulamentação bancária e monetária para pôr fim ao que é chamado de ""as falhas do capitalismo"".";;Heute ist ein trostloser Tag für $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase kämpft. Die Immobilienpreise sind laut Finanzexperten seit mehr als anderthalb Jahren alarmierend in die Höhe gestiegen, doch die Warnungen verhallten ungehört. In Regierungskreisen schreit man nach erhöhter Banken- und Währungsregulierung, um dem sogenannten Ellbogen-Kapitalismus ein Ende zu setzen.;;;;;;;;;;;x;
EVTDESC22500_NEWS_MEDIUM;"Hoje é um dia sombrio para o(a) $COUNTRY$, já que o distrito financeiro do(a) $CAPITAL$'s luta contra o impacto de uma bolha especulativa. Círculos do governo estão gritando por uma maior regulamentação bancária e monetária para pôr fim ao que é chamado de ""as falhas do capitalismo"".";;Ein trostloser Tag für $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase kämpft. In Regierungskreisen schreit man nach erhöhter Banken- und Währungsregulierung, um dem sogenannten Ellbogen-Kapitalismus ein Ende zu setzen.;;;;;;;;;;;x;
EVTDESC22500_NEWS_SHORT;Hoje é um dia sombrio para o(a) $COUNTRY$, já que o distrito financeiro do(a) $CAPITAL$'s luta contra o impacto de uma bolha especulativa. Nos círculos do governo, gritos por maiores regulamentações estão sendo ouvidos.;;Ein trostloser Tag für $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase kämpft. In Regierungskreisen schreit man nach erhöhten Regulierungen.;;;;;;;;;;;x;
EVTDESC22510_NEWS_LONG;Um grande crash no mercado acionário do(a) $CAPITAL$ transformou-se em algo muito pior, após corridas bancárias maciças desencadeadas pela queda da confiança do poupador no setor bancário. O desemprego generalizado devido à falência de numerosas indústrias, quase da noite para o dia, será o resultado. Com o entrelaçamento das economias do mundo ocidental, a crise se espalha rapidamente para outros países, e os efeitos da crise agora reverberam em todo o mundo, no que será conhecido pela posteridade como: A Grande Depressão de $YEAR$.;;Ein Börsencrash in $CAPITAL$ führt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken. Hohe Arbeitslosigkeit durch den Bankrott zahlreicher Industrien quasi über Nacht wird die Folge sein. Weitreichende westliche Handelsbeziehungen bringen die Krise in andere Länder, erschüttern die Weltwirtschaft und werden als Große Depression von $YEAR$ in die Geschichte eingehen.;;;;;;;;;;;x;
EVTDESC22510_NEWS_MEDIUM;Um grande crash no mercado acionário do(a) $CAPITAL$ transformou-se em algo muito pior, após corridas bancárias maciças desencadeadas pela queda da confiança do poupador no setor bancário. O desemprego generalizado devido à falência de numerosas indústrias, quase da noite para o dia, será o resultado.;;Ein Börsencrash in $CAPITAL$ führt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken. Hohe Arbeitslosigkeit durch den Bankrott zahlreicher Industrien quasi über Nacht wird die Folge sein. ;;;;;;;;;;;;x
EVTDESC22510_NEWS_SHORT;Um grande crash no mercado acionário do(a) $CAPITAL$ transformou-se em algo muito pior, após corridas bancárias maciças desencadeadas pela queda da confiança do poupador no setor bancário.;;Ein Börsencrash in $CAPITAL$ führt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken.;;;;;;;;;;;x;
EVTDESC23203_NEWS_LONG;Exploradores $COUNTRY_ADJ$ mapearam a origem do Nilo e trouxeram glória e prestígio a este grande país! Lutando contra o clima severo e as tribos locais, avançando incansavelmente ao longo das margens do rio, apesar da doença e da exaustão que assola seu empreendimento, eles finalmente conseguiram alcançar uma grande quantidade de água que eles dizem ser a fonte deste lendário rio. Um relato detalhado de sua jornada foi publicado e acredita-se ser o primeiro no mundo ocidental, concedendo uma grande honra ao país que organizou a expedição.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land Ruhm und Prestige gebracht! Dem rauhen Klima und lokalen Stämmen zum Trotz, trotz Krankheit und Erschöpfung stets dem Flusslauf folgend, erreichten sie ein immenses Wasserlager, das sie als Ursprung des imposanten Nils deklarierten. Ein umfangreicher Bericht der Reise wurde als erster dieser Art in der westlichen Welt veröffentlicht und bringt dem die Expedition finanzierenden Land große Ehre.;;;;;;;;;;;x;
EVTDESC23203_NEWS_MEDIUM;Exploradores $COUNTRY_ADJ$ mapearam a origem do Nilo e trouxeram glória e prestígio a este grande país! Um relato detalhado de sua jornada foi publicado e acredita-se ser o primeiro no mundo ocidental, concedendo uma grande honra ao país que organizou a expedição.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land Ruhm und Ehre gebracht! Ein umfangreicher Bericht der Reise wurde als erster dieser Art in der westlichen Welt veröffentlicht und bringt dem die Expedition finanzierenden Land große Ehre.;;;;;;;;;;;x;
EVTDESC23203_NEWS_SHORT;Exploradores $COUNTRY_ADJ$ mapearam a fonte do Nilo, e trouxeram glória e prestígio a este grande país com a publicação do diário de viagem!;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land mit der Veröffentlichung des Reiseberichts Ruhm und Ehre gebracht!;;;;;;;;;;;x;
