NAVAL_COMBAT_DAMAGE_DESC_HULL;Reduzido pelo casco do adversário (§R$HULL$§!): §R$VAL$%§!;;Durch gegnerischen Rumpf (§R$HULL$§!) reduziert um: §R$VAL$%§!;;;;;;;;x;;;;
NAVAL_COMBAT_DAMAGE_DESC_EXP;Reduzido pela experiência do oponente (§R$EXP$%§!): §R$VAL$%§!;;Durch gegnerische Erfahrung (§R$EXP$%§!) reduziert um: §R$VAL$%§!;;;;;;;;x;;;;
NAVAL_COMBAT_DAMAGE_DESC_NOORG;Oponente não tem organização: §Y$VAL$%§!;;Gegner besitzt keine Organisation: §Y$VAL$%§!;;;;;;;;x;;;;
NAVAL_COMBAT_DAMAGE_DESC_STR;Reduzido pela nossa força: §R$VAL$%§!;;Durch unsere Stärke reduziert: §R$VAL$%§!;;;;;;;;x;;;;
NAVAL_COMBAT_HIT_CHANCE_DESC;Hitting chance: §Y$VAL$%§!;;Trefferchance: §Y$VAL$%§!;;;;;;;;x;;;;
NAVAL_COMBAT_HIT_CHANCE_DESC_EVA;(reduzido pela evasão do oponente §R$VAL$%§!);;(Durch gegnerische Ausweichrate §R$VAL$%§! reduziert);;;;;;;;x;;;;
MOBILIZATION_PROGRESS_PAUSED;Mobilização em §Y$PROV$§! Começará em breve.;;Rekrutierungs-Mobilisierung in §Y$PROV$§! beginnt in Kürze.;;;;;;;;x;;;;
MOBILIZATION_PROGRESS_PENDING;O progresso atual da mobilização é §Y$PROG$%§!;;Aktueller Mobilisierungsfortschritt: §Y$PROG$%§!;;;;;;;;x;;;;
MOBILIZATION_PROGRESS_NOT_MOBILIZED;A mobilização levará algum tempo, mas uma expansão da rede ferroviária acelerará o processo.;;Die Mobilisierung wird einige Zeit in Anspruch nehmen, doch ein Ausbau des Schienennetzwerks wird den Prozess beschleunigen.;;;;;;;;x;;;;
COLONY_ADD_INFLUENCE;Adicionar influência colonial;;Kolonialen Einfluss hinzufügen;;;;;;;;x;;;;
EVTNAME20100;Tensões em $STATE$;;Spannungen in $STATE$;;;;;;;;x;;;;
EVTDESC20100;Recentemente, a comunidade internacional tornou-se cada vez mais consciente da chamada situação dos pobres oprimidos em $STATE$. Alega-se que há muito tempo os oprimimos e que eles desejam estar livres de nosso governo benevolente. Evidentemente, não toleraremos interferência em $STATE$.;;Vor Kurzem wurde die internationale Gemeinschaft zunehmend auf das angebliche Flehen der armen, unterdrückten Bevölkerung in $STATE$ aufmerksam. Es wird behauptet, dass wir sie seit langem unterdrücken und dass sie die Befreiung von unserer wohlwollenden Herrschaft herbeisehnen. Wir werden natürlich keine Störung unserer Herrschaft in $STATE$ tolerieren.;;;;;;;;x;;;;
EVTOPTA20100;Claro que não!;;Natürlich nicht!;;;;;;;;x;;;;
EVTOPTB20100;Talvez devêssemos falar sobre isso...;;Vielleicht sollten wir darüber reden…;;;;;;;;x;;;;
EVTNAME20101;Tensões em $STATE$;;Spannungen in $STATE$;;;;;;;;x;;;;
EVTDESC20101;Recentemente, a comunidade internacional tornou-se cada vez mais consciente da chamada situação dos pobres oprimidos em $STATE$. Afirma-se que não temos o direito legítimo de governar a área, e as Grandes Potências próximas estão começando a se interessar pelas reivindicações.;;Vor Kurzem wurde die internationale Gemeinschaft zunehmend auf das angebliche Flehen der armen, unterdrückten Bevölkerung in $STATE$ aufmerksam. Es wird behauptet, dass wir kein Recht zur Herrschaft in dieser Gegend hätten und benachbarte Großmächte beginnen, ihr Interesse an diesen Behauptungen zu zeigen;;;;;;;;x;;;;
EVTOPTA20101;Insista, pois o(a) $STATE$ é nosso!;;Besteht darauf, dass $STATE$ uns gehört!;;;;;;;;x;;;;
EVTOPTB20101;Conceda seu ponto.;;Räumt ihren Anspruch ein.;;;;;;;;x;;;;
EVTNAME20102;A Crise em $CRISISAREA$;;Der $CRISISAREA$ Konflikt;;;;;;;;x;;;;
EVTDESC20102;A disputa sobre $CRISISAREA$ se transformou em uma crise internacional. $CRISISTAKER$ reivindica a área como parte integrante de sua nação, enquanto $CRISISTARGET$ nega ter qualquer reivindicação e insiste que o estado deve permanecer sob seu controle. Em uma recente conferência sobre o assunto, nosso embaixador fez várias observações que elevaram grandemente os ânimos de todos os presentes..\nDevemos endossar sua posição, ou pedir desculpas por suas ações e repudiar suas observações?;;Der Disput über $CRISISAREA$ ist zu einem internationalen Konflikt eskaliert. $CRISISTAKER$ beansprucht die Gegend als einen integralen Bestandteil ihrer Nation, während $CRISISTARGET$ diesen Anspruch verneint und darauf besteht, dass das Land unter ihrer Kontrolle verbleiben sollte. In einer kürzlichen Konferenz zu dieser Angelegenheit machte unser Botschafter einige recht militante Bemerkungen, die die Stimmung aller Anwesenden aufheizte.\nSollten wir seine Position unterstützen, oder uns für sein Handeln entschuldigen und uns von seinen Äußerungen distanzieren?;;;;;;;;x;;;;
EVTOPTA20102;Ele está certo, só a guerra irá resolver isso!;;Er hat absolut recht, Krieg ist die einzige Lösung!;;;;;;;;x;;;;
EVTOPTB20102;Não dê ouvidos a ele!;;Hört nicht auf ihn!;;;;;;;;x;;;;
EVTNAME20103;O destino de $CRISISTAKER$;;Das Schicksal von $CRISISTAKER$;;;;;;;;x;;;;
